state_code,state,display_state,assigned_track_count,assigned_track_fraction,raw_frame_count,raw_frame_fraction,assigned_track_duration_total_frames,assigned_track_duration_fraction,duration_mean_frames,duration_median_frames,duration_min_frames,duration_max_frames,valid_frame_mean,stable_frame_mean,short_run_frame_mean,duration_mean_s,duration_median_s,duration_min_s,duration_max_s
0,diffusion,Diffusion,314,0.098155673648015,3870,0.03718186447354515,4188,0.04023711845354189,13.337579617834395,12.0,10,35,13.337579617834395,12.32484076433121,1.0127388535031847,0.13337579617834394,0.12,0.1,0.35000000000000003
1,constrained_diffusion,Constrained diffusion,716,0.22381994373241637,13535,0.13004044848822574,11559,0.11105559985780579,16.143854748603353,14.0,10,71,16.143854748603353,16.143854748603353,0.0,0.16143854748603353,0.14,0.1,0.71
2,bound,Bound,2169,0.6780243826195687,86678,0.8327776870382291,88336,0.8487072816886523,40.72660212079299,30.0,10,348,40.72660212079299,39.96219455970493,0.764407561088059,0.40726602120793,0.3,0.1,3.48
