Category,CategoryDisplay,TrackCount,TotalFrames,Frames_diffusion,Frames_const_diff,Frames_bound,Prop_diffusion,Prop_const_diff,Prop_bound,MeanDur_diffusion,MeanDur_const_diff,MeanDur_bound,MinBoundSegmentFramesThreshold,BoundSegmentCount,BoundSegmentMeanFrames,BoundSegmentMinFrames,BoundSegmentMaxFrames,Trans_Diff_to_Diff,Trans_Diff_to_Con,Trans_Diff_to_Bound,Trans_Con_to_Diff,Trans_Con_to_Con,Trans_Con_to_Bound,Trans_Bound_to_Diff,Trans_Bound_to_Con,Trans_Bound_to_Bound
bound_constraint,Bound + Constraint,2080,98527,0,29227,69300,0.0,0.29663949983253324,0.7033605001674668,0.0,6.366151165323459,19.282136894824706,4,3594,19.282136894824706,4.0,250.0,0.0,0.0,0.0,0.0,0.88977174227102,0.11022825772898007,0.0,0.04440146017248651,0.9555985398275135
bound_diffusion,Bound + Diffusion,9,382,36,0,346,0.09424083769633508,0.0,0.9057591623036649,4.0,0.0,38.44444444444444,4,9,38.44444444444444,5.0,167.0,0.8709677419354839,0.0,0.12903225806451613,0.0,0.0,0.0,0.014619883040935672,0.0,0.9853801169590644
constraint_diffusion,Constraint + Diffusion,693,13719,5512,8207,0,0.4017785552882863,0.5982214447117137,0.0,5.289827255278311,7.136521739130435,0.0,4,0,,,,0.8568142610695803,0.14318573893041978,0.0,0.096299142015623,0.903700857984377,0.0,0.0,0.0,0.0
all_three,Bound + Constraint + Diffusion,177,9129,936,3309,4884,0.1025303976339139,0.3624712454814328,0.5349983568846532,4.293577981651376,7.100858369098712,17.89010989010989,4,273,17.89010989010989,4.0,140.0,0.8159090909090909,0.16818181818181818,0.015909090909090907,0.042692427547522595,0.8859457775007791,0.07136179495169835,0.00329015011309891,0.04852971416820893,0.9481801357186922
