total_tracks,total_frames,n_trapping_like_tracks,n_mixed_tracks,n_slow_diffusive_tracks,n_trapping_like_frames,n_mixed_frames,n_slow_diffusive_frames,n_mixed_tracks_with_trapping_segments,n_trapping_like_plus_mixed_frames,frac_trapping_like_tracks,frac_trapping_like_plus_mixed_tracks,frac_trapping_like_frames,frac_trapping_like_plus_mixed_frames,trap_entry_rate,trap_exit_rate
8795,244818,735,1581,1,40349,35417,11,189,42633,0.08357021034678795,0.10505969300739056,0.16481222785906266,0.17414160723476216,0.23672883787661406,0.002095985381845542
