,Video #,Cell,Track,From,To,Time,Speed,Distance,x1,y1,x2,y2
0,1,1,6,1,2,13,0.6411972757123166,1.1250305213090623,72.31620558568235,53.10534249534315,73.19314041162627,52.50700232268092
1,1,1,6,1,2,5,0.5927401700525815,1.688560939988939,73.19314041162627,52.50700232268092,71.93169019554415,51.882009568289504
2,1,1,28,1,1,4,0.35773853892579943,0.7781559489611986,101.55758132951205,57.60125927298536,100.78082908794788,58.118208624586245
3,1,1,45,1,2,6,0.543886799964604,1.8770102401492716,69.78282844239331,107.78169835315428,71.30954909570539,107.50295565134257
4,1,1,45,1,2,12,0.48527247466058404,1.9344655661510153,71.3095490957054,107.50295565134256,70.34199819128233,107.11538397962575
5,1,1,45,1,1,7,0.4076557301588779,0.8538590825342901,70.42049124090316,107.2363204367567,70.76858445445522,106.39633756570713
6,1,1,61,1,1,7,42.61990106894768,0.2632325523104615,120.67177734536858,80.95173905302728,115.11237465415311,77.72166490306354
7,1,1,61,1,1,4,0.8636431044533479,0.8165163444085225,120.38282500344175,80.89667004639475,120.7627039778404,81.01565041349731
8,1,1,61,1,2,10,1.305259367567266,1.0052839155312039,120.7627039778404,81.01565041349731,109.5785699256349,74.15995068151256
9,1,1,71,1,1,4,0.369514734374899,0.18809556080907455,104.69098476906544,50.28258691059851,105.36786139582571,50.405246905630754
10,1,1,85,1,1,6,0.708015132687096,0.9411143607864505,96.35285880289112,18.87052547083063,96.70752409008291,19.63436796883856
11,1,1,88,1,2,13,0.6230340866044556,1.0743000885735294,112.01573683148816,96.23603178688413,111.32816065614854,96.41946294635157
12,1,1,94,1,1,7,0.761395982710349,0.62762395522767,103.58819317964537,66.38768253275073,103.2211402186842,66.72236169185918
13,1,1,97,1,2,4,0.452532856763282,1.0890772809535185,99.88531166045524,117.99644942968192,99.88133706979501,118.15504678899214
14,1,1,118,1,1,5,0.6125360575792047,0.1108680089824245,92.96008577682187,77.10261759438221,93.08102592091821,77.04998325887718
15,1,1,123,1,1,10,0.6996845638685526,0.17779793643899403,60.04411713618499,42.49359788141709,59.88873767295814,42.27512591064457
16,1,1,123,1,1,4,0.3699523447172328,0.5581324596132449,59.93158359367664,42.15945023181127,60.245250996205804,42.32806680764991
17,1,1,123,1,1,17,0.661635313803039,0.27991039854932426,60.245250996205804,42.328066807649925,60.42743994474066,42.30999530130504
18,1,1,123,1,1,7,0.5177104346093174,0.31467954299660683,60.42743994474066,42.30999530130504,60.217844964130464,42.38407958991851
19,1,1,127,1,2,4,0.497026655481465,1.672435944072527,60.03607188663242,110.37555341516527,59.352013275944984,109.69215494796106
20,1,1,134,1,2,5,0.40965351136147693,1.0288126237830972,114.84359974750213,101.42171841844876,114.94054305712217,101.22338999360547
21,1,1,134,1,1,9,0.5766822731789177,0.908834822887738,114.94054305712217,101.22338999360547,114.81869657270086,101.14522188075264
22,1,1,135,1,1,7,0.591029489891582,0.5402403614594437,91.02135106208382,60.292350934658664,92.09837798902728,59.77012051311094
23,1,1,135,1,2,11,0.5423178108716266,1.3291223542348416,92.0983779890273,59.770120513110946,90.10229421182213,59.155249147327
24,1,1,161,1,1,8,0.4161208602087564,0.7064594168618245,114.91663028871928,54.54390427729496,114.92491201570843,54.315417403457175
25,1,1,163,1,1,14,13.780512958363799,0.5075922354626097,60.73180274969707,51.60811903978552,68.36950978005385,58.18170959808706
26,1,1,168,1,1,7,0.4071564709641304,0.8743887853728304,45.33462982177894,55.05762853644557,45.986712638001165,54.420013114941405
27,1,1,180,1,1,4,0.3594285770018216,0.7442623720872712,60.33686250726277,98.16634947243625,60.99226001968311,98.51047369672459
28,1,1,184,1,2,12,0.6593797541902643,1.4435738675244898,81.61092995769692,25.394126199680542,81.80638599032706,26.4630183373486
29,1,1,204,1,1,6,0.7184007821753484,0.41535324146812286,84.5618157164052,98.83608589669178,84.31245498901788,98.89228724445366
30,1,1,214,1,2,15,0.7540891781871962,1.9484361164953459,69.44282853982634,81.88796519393297,69.92688131391971,80.90225483565966
31,1,1,215,1,1,8,0.6703507317237452,0.3139213326236529,48.23220717840938,70.50975552554804,47.395931484145876,68.22842412911054
32,1,1,216,1,1,8,0.5806235421319906,0.7740534794659472,79.37796396773517,99.88830600295205,78.2243005520324,99.76224446599781
33,1,1,233,1,1,8,0.6693298518019715,0.32035587502104224,100.56089828484,91.06104991677435,99.97116517478709,90.72930770990097
34,1,1,233,1,1,8,34.52830244979993,0.6821058846560313,74.30951890677994,68.69799723760573,99.42278998364566,90.85905485078094
35,1,1,233,1,2,4,0.5051694671206151,1.1173379891670954,99.42278998364566,90.85905485078094,99.92809332072277,89.98363945885542
36,1,1,233,1,2,4,0.48788343709295656,1.146428412883676,99.92809332072277,89.98363945885542,100.29803424128588,90.65025734622778
