source_file,Video #,Cell,Track,keep_for_condensate_pool,filter_rule,filter_reason,n_valid_behavior_frames,n_diffusive,n_constrained,n_bound,frac_diffusive,frac_constrained,frac_bound,max_consecutive_diffusive,dominant_state,dominant_state_name,dominant_fraction,category,present_states
multi,3,3,289,False,reject_constraint_diffusion,"frac_constrained=0.714, max_consecutive_diffusive=6",21,6,15,0,0.2857142857142857,0.7142857142857143,0.0,6,1,constrained,0.7142857142857143,constraint_diffusion,"diffusive,constrained"
multi,3,3,290,False,reject_bound_constraint_low_constrained,frac_constrained=0.099 < 0.150,91,0,9,82,0.0,0.0989010989010989,0.9010989010989011,0,2,bound,0.9010989010989011,bound_constraint,"constrained,bound"
multi,3,3,291,True,multi_bound_constraint,frac_constrained=0.308 >= 0.150,13,0,4,9,0.0,0.3076923076923077,0.6923076923076923,0,2,bound,0.6923076923076923,bound_constraint,"constrained,bound"
multi,3,3,294,False,reject_bound_constraint_low_constrained,frac_constrained=0.056 < 0.150,54,0,3,51,0.0,0.05555555555555555,0.9444444444444444,0,2,bound,0.9444444444444444,bound_constraint,"constrained,bound"
multi,3,3,296,False,reject_bound_constraint_low_constrained,frac_constrained=0.082 < 0.150,85,0,7,78,0.0,0.08235294117647059,0.9176470588235294,0,2,bound,0.9176470588235294,bound_constraint,"constrained,bound"
multi,3,3,304,False,reject_bound_constraint_low_constrained,frac_constrained=0.117 < 0.150,171,0,20,151,0.0,0.11695906432748537,0.8830409356725146,0,2,bound,0.8830409356725146,bound_constraint,"constrained,bound"
multi,3,3,311,True,multi_bound_constraint,frac_constrained=0.267 >= 0.150,15,0,4,11,0.0,0.26666666666666666,0.7333333333333333,0,2,bound,0.7333333333333333,bound_constraint,"constrained,bound"
multi,3,3,314,False,reject_all_three,"frac_constrained=0.478, max_consecutive_diffusive=6",23,6,11,6,0.2608695652173913,0.4782608695652174,0.2608695652173913,6,1,constrained,0.4782608695652174,all_three,"diffusive,constrained,bound"
multi,3,3,319,True,multi_bound_constraint,frac_constrained=0.500 >= 0.150,12,0,6,6,0.0,0.5,0.5,0,2,bound,0.5,bound_constraint,"constrained,bound"
multi,3,3,320,False,reject_constraint_diffusion,"frac_constrained=0.267, max_consecutive_diffusive=8",15,11,4,0,0.7333333333333333,0.26666666666666666,0.0,8,0,diffusive,0.7333333333333333,constraint_diffusion,"diffusive,constrained"
multi,3,3,321,True,multi_bound_constraint,frac_constrained=0.452 >= 0.150,31,0,14,17,0.0,0.45161290322580644,0.5483870967741935,0,2,bound,0.5483870967741935,bound_constraint,"constrained,bound"
multi,3,3,322,True,multi_bound_constraint,frac_constrained=0.439 >= 0.150,41,0,18,23,0.0,0.43902439024390244,0.5609756097560976,0,2,bound,0.5609756097560976,bound_constraint,"constrained,bound"
