0,7.0,3.0,1.594563710225847,2.946861118950277,0.4708875578488385,1.9206895442889889,0.9584361088104548,60.774169921875,66.659912109375,22.82568359375,31.677001953125,16.30532934085401,6.0,0.0,6.0,215.91937244287357,145.93895155795062
2,15.0,3.0,2.446847149509501,4.704562490481671,0.07740894786987958,2.4760441656811274,1.3743402250358427,21.53125,55.61376953125,18.16064453125,55.61376953125,12.276080805538488,14.0,0.0,14.0,147.56590206991905,125.72225559970812
3,9.0,3.0,2.1160763411622754,5.3080703622605085,0.2522241607370953,2.289977443807201,1.6528762041874905,48.77734375,84.432373046875,29.079345703125,50.6416015625,17.961397979283973,8.0,0.0,8.0,140.34433848863173,133.70979775151696
6,7.0,3.0,2.4963071927147533,5.965050713322818,0.8537227719436337,2.5855326837149075,1.8681123492475227,17.40966796875,30.349853515625,17.40966796875,17.48193359375,4.360347749492342,6.0,4.0,10.0,187.80791046547571,109.82715013922288
8,26.0,3.0,0.652853314950254,1.5015971237381052,0.23235021898708202,0.5863761784786524,0.3855482909067067,57.279052734375,71.81396484375,27.544677734375,58.406494140625,8.353865767176059,25.0,13.0,38.0,188.96618673868727,109.20927057810566
9,8.0,3.0,6.399875878243422,9.459595055416697,3.081696139402831,6.136360284929917,2.296720842643077,17.9833984375,36.8994140625,16.119873046875,17.009765625,6.664622324606281,7.0,19.0,26.0,212.33125872638732,128.58729396666837
10,5.0,3.0,6.594971891353451,8.180558997238798,4.132262802564479,7.110049020743874,1.7296823842862166,21.226318359375,26.63330078125,16.64404296875,22.501953125,3.477196599503253,4.0,19.0,23.0,171.82256074524386,162.6190199891485
12,27.0,3.0,1.12215774154406,2.4242988212400904,0.13439436344712566,0.8844468160994017,0.6852416358515199,27.774169921875,43.616455078125,21.755615234375,32.600830078125,5.867109749809148,26.0,26.0,52.0,193.38997745082847,154.88190816017266
22,5.0,3.0,3.272812080481928,4.926205122378614,0.127157615747152,4.127265437094383,2.1420971212394475,17.019287109375,33.080810546875,16.3046875,19.786376953125,6.255538606164299,4.0,40.0,44.0,167.62027067590296,109.0325628732335
25,12.0,3.0,0.3721736707832896,0.9687603964524488,0.13635905816864813,0.25928881987250796,0.2461676858469464,72.798095703125,105.820068359375,40.60009765625,93.796630859375,19.574731117080262,11.0,64.0,75.0,150.4715061134025,128.1019497649303
33,24.0,3.0,0.830753570384128,1.8821510945647504,0.16975145108565398,0.7606566067052399,0.44953868290859667,31.773193359375,42.169921875,16.9599609375,33.97412109375,7.0084517802641635,23.0,169.0,192.0,211.1351332347839,106.63883984679656
34,10.0,3.0,1.212231572930203,2.900562096689438,0.3492169671546216,0.9298063659590285,0.8562946390915193,62.37841796875,89.998291015625,16.205078125,80.642578125,19.31866487759201,9.0,182.0,191.0,145.7626693949615,146.5142871011421
