total_tracks,total_frames,n_trapping_like_tracks,n_mixed_tracks,n_slow_diffusive_tracks,n_trapping_like_frames,n_mixed_frames,n_slow_diffusive_frames,n_mixed_tracks_with_trapping_segments,n_trapping_like_plus_mixed_frames,frac_trapping_like_tracks,frac_trapping_like_plus_mixed_tracks,frac_trapping_like_frames,frac_trapping_like_plus_mixed_frames,trap_entry_rate,trap_exit_rate
2022,22447,25,82,0,1559,1944,0,4,1604,0.012363996043521267,0.014342235410484669,0.06945248808304005,0.0714572103176371,0.24369747899159663,0.009256494475962974
