total_tracks,total_frames,n_trapping_like_tracks,n_mixed_tracks,n_slow_diffusive_tracks,n_trapping_like_frames,n_mixed_frames,n_slow_diffusive_frames,n_mixed_tracks_with_trapping_segments,n_trapping_like_plus_mixed_frames,frac_trapping_like_tracks,frac_trapping_like_plus_mixed_tracks,frac_trapping_like_frames,frac_trapping_like_plus_mixed_frames,trap_entry_rate,trap_exit_rate
4616,68543,181,486,0,8244,12008,0,57,8977,0.03921143847487002,0.05155979202772964,0.12027486395401427,0.13096888084851846,,0.0
