state_code,state,display_state,assigned_track_count,assigned_track_fraction,raw_frame_count,raw_frame_fraction,assigned_track_duration_total_frames,assigned_track_duration_fraction,duration_mean_frames,duration_median_frames,duration_min_frames,duration_max_frames,valid_frame_mean,stable_frame_mean,short_run_frame_mean,duration_mean_s,duration_median_s,duration_min_s,duration_max_s
0,diffusion,Diffusion,850,0.6860371267150929,11246,0.5452341704644623,11706,0.5675361194608747,13.771764705882353,12.0,10,48,13.771764705882353,13.230588235294118,0.5411764705882353,0.13771764705882356,0.12,0.1,0.48
1,constrained_diffusion,Constrained diffusion,179,0.14447134786117838,3555,0.1723552797440124,2874,0.13933869872975857,16.05586592178771,14.0,10,52,16.05586592178771,16.05586592178771,0.0,0.1605586592178771,0.14,0.1,0.52
2,bound,Bound,210,0.1694915254237288,5825,0.28241054979152524,6046,0.2931251818093668,28.79047619047619,20.0,10,130,28.79047619047619,27.738095238095237,1.0523809523809524,0.28790476190476194,0.2,0.1,1.3
