,Video #,Cell,Track,From,To,Time,Speed,Distance,x1,y1,x2,y2
0,1,1,16,1,1,14,0.7801873937160996,0.36212771865515114,148.72764149869164,155.3029340121798,149.2577196035404,154.9671860675829
1,1,1,56,1,1,7,0.6878481899418943,0.4558945022274967,84.17937691390303,136.85599750439798,84.31805587233121,136.82574214656617
2,1,1,56,1,1,11,0.887528323402805,0.777271128554557,84.3180558723312,136.82574214656617,84.25626218895721,136.8789312633493
3,1,1,83,1,1,8,0.699712749855744,0.5568944553033198,122.35386631463372,75.1197992230202,122.11539691434275,75.2347728810601
4,1,1,83,1,1,4,0.508529302592308,0.20538570903805722,122.16511412206836,75.17254509703048,122.72015898203196,75.30781591845795
5,1,1,101,1,2,6,1.313085966645312,3.761589047748716,99.35639415817272,141.656532255517,95.56957004603079,141.94277345204551
6,1,2,42,1,1,14,0.9421642658871184,0.3918395206855861,363.7593862325643,94.74606774229912,363.5102775721163,94.81648486586646
7,1,2,90,1,1,5,0.6383023314776133,0.5778748636114981,408.32800836283377,155.13656678794422,408.4993879784327,155.50423390972742
8,1,2,109,1,1,4,0.4467135518753288,0.776298078011738,389.7357119525795,133.43536802924206,389.5012768877556,133.11550370659333
9,1,2,109,1,1,5,0.9796235398035318,0.34330726373920795,389.81133950573076,133.57196896568965,389.73687213718586,133.38930569038826
10,1,2,132,1,1,5,0.46657925936997635,0.868263115607261,371.67925999011476,185.35577843839542,370.7674817478486,186.21420550188586
11,1,3,21,1,2,11,1.0704727110333923,2.6317248641201885,271.25202440057484,211.87023840065098,268.43791729808055,211.65722289076504
12,1,3,72,1,1,5,0.4160772664296613,0.5831713787474534,288.95722476859333,135.66404511892773,289.2232408360747,135.39939265849733
13,1,3,72,1,2,7,0.41866809656481135,2.0660059136731435,289.22324083607475,135.39939265849733,289.09102997472746,134.32258681639263
14,1,3,72,1,1,14,0.5641190346576324,0.9407734109347886,289.0910299747274,134.3225868163926,289.7972862714092,135.71361080395596
15,1,3,74,1,2,8,0.8150364292012691,3.716889052441352,289.5752289525511,208.29858766853013,290.72231093519383,204.743239657036
16,1,3,96,1,1,16,0.9265953524543087,0.2800039960794999,216.73553793447505,183.15293356045026,216.6606149626935,182.73722502612557
17,1,3,96,1,1,20,1.0359740293367046,0.2295115059437407,216.6606149626935,182.73722502612554,216.74995605805444,182.65312479486556
18,1,3,98,1,1,10,0.8341386589998384,0.32966639303724804,216.74300821630106,182.8447072620146,216.63943058622377,182.87358515869622
19,1,4,33,1,1,5,0.4809044450056378,0.9948123597193127,77.05367546806195,189.86286701343934,77.63956651205223,189.25390800892265
20,1,4,33,1,2,14,0.6116913123510238,2.5856253551604014,77.63956651205223,189.25390800892265,77.84453632235007,191.77928127424565
21,1,4,47,1,2,6,0.9442381634841873,5.109588552169342,66.10030588057411,210.30028214209418,67.90157699605771,205.13147584144423
22,1,4,51,1,2,6,0.6840077843708352,2.2550288773062697,36.069840424522155,201.21541719383958,36.85706176755643,202.9094504296055
23,1,4,51,1,2,12,1.1987499392945236,5.570633602576195,36.857061767556424,202.90945042960544,40.60645805351989,207.36673477675222
24,1,4,57,1,2,18,0.7001328014448551,1.0142945502061071,21.901704957783355,174.85540150314125,21.582962089145752,175.2933294395768
25,1,4,57,1,1,6,0.48061506492885425,0.11667339387516228,21.582962089145752,175.29332943957684,21.576507896875125,174.8056961913684
26,1,4,57,1,1,8,0.8493116352531007,0.42084068088614746,21.57650789687513,174.8056961913684,21.372588433931355,174.43861476514581
27,1,4,66,1,1,8,0.6577513469625582,0.5693370848701964,60.01432983809032,246.96880854806886,59.31660498786062,246.20665651958902
28,1,4,69,1,1,20,0.7502699867198465,0.4574247913219531,21.60365419176475,175.38861620543474,21.13215820174046,175.03130046724078
29,1,4,76,1,2,15,1.0722472797119547,3.1924866960093143,9.422548705625506,180.8652852701513,8.521260069380647,184.46240984400563
30,1,4,76,1,2,6,1.447291272998332,2.9231025369067463,8.521260069380647,184.46240984400563,8.098976296773719,181.46619580194377
31,1,4,90,1,1,8,0.7478848263633164,0.5298591889231806,35.94236605647658,227.5889827109195,35.97788488875213,227.54906724307668
32,1,4,90,1,2,7,0.8147543171214517,1.0483302687463705,35.97788488875213,227.54906724307673,36.84830647508665,228.20473048096466
33,1,4,98,1,1,4,0.444667119166541,0.7783465958531627,36.17153298663163,226.9673881794648,36.38460510711179,226.81149134918635
34,1,4,98,1,1,7,0.8352110949546651,0.8067396107477482,36.232687957711384,226.50098899591643,36.995220550434844,226.88816056622846
35,1,4,98,1,1,5,0.6345472964927203,0.24168691936466197,36.995220550434844,226.8881605662285,36.34621293098427,226.25110191585813
36,1,4,128,1,1,7,0.47245431916782843,0.08683239359931338,31.66825137692895,235.5707700420157,31.430419361195362,235.42868329706047
37,1,5,24,1,2,6,0.956571743581586,3.5446462274242303,480.57743436225144,50.797589422459545,482.26745459281744,47.00433153177984
38,1,5,51,1,1,6,0.6468789649272142,0.32022050921444345,489.4274087020503,84.98855443666301,490.073490837984,85.23279477404441
39,1,5,52,1,1,5,0.3182325129477192,0.46595921533331713,462.32015542285404,61.00663964747952,462.341622236749,61.14719752877135
40,1,5,52,1,1,8,0.620068122175678,0.914546837796628,462.3416222367491,61.14719752877135,462.3024435834837,60.36170345555928
41,1,5,78,1,1,8,0.6720555948912527,0.3523017837368111,446.4584979364945,97.20338587405593,446.6031911049314,98.04285388004054
42,1,5,78,1,1,9,0.8247722683342477,0.971328368057548,446.60319110493134,98.04285388004054,446.83736368803966,98.82543619357932
43,1,5,103,1,1,4,0.5201304777274551,0.8901754743188821,482.58233794397484,48.43866780956164,482.29982288655384,48.054197443503924
44,1,5,104,1,2,6,0.5911649912153726,1.2912297901374152,475.4938939052179,37.409424294238086,476.30958230501153,37.739869004700424
45,1,5,104,1,1,6,0.6464154679993607,0.6580521742364177,476.30958230501153,37.739869004700424,476.0316915652044,36.81451946830462
46,1,5,104,1,1,8,0.5203544703170191,0.41028343960762265,476.0316915652044,36.81451946830462,475.7505062889161,37.19419646460694
47,1,5,104,1,1,4,0.6486660272538844,0.9111598655064019,475.7505062889161,37.19419646460694,475.81809096167046,37.648666584253185
48,1,5,104,1,1,9,0.6228451277467382,0.17627694721160173,475.81809096167046,37.64866658425318,475.9230650605753,37.14364221546257
49,1,5,104,1,1,4,0.5046293072826418,0.12396065094394926,476.58268844280224,36.96354986517983,476.9316419648518,36.629851338283295
50,2,1,16,1,1,14,0.8154547303933823,0.47593805276787066,102.6327816888202,55.54202737276637,102.07046788211957,55.65157414806617
51,2,1,23,1,2,8,1.1292616933495576,1.4629884851969825,101.16949778110404,57.31759190854634,101.65050024774361,56.0035085712968
52,2,1,23,1,1,10,0.804395889885986,0.20531066891345193,101.65050024774361,56.003508571296805,101.10907562995673,56.194917351203586
53,2,1,33,1,1,4,1.0877478376096865,0.2687440341248154,101.18943295645633,56.018292306525595,101.24893971638916,56.01529922150523
54,2,1,33,1,1,15,0.8944200966953029,0.37351263263498957,101.24893971638917,56.01529922150523,100.97089055670625,55.81731774473027
55,2,1,38,1,1,4,0.5138082912896762,0.8543009453364714,138.04444391028522,13.635719761807064,138.56928169309404,13.464841542246333
56,2,1,49,1,2,12,0.6545194263859969,3.3530391569542135,135.5989946956451,54.43630179509387,130.88980596581274,54.626058655451786
57,2,1,55,1,2,7,1.31519914230867,5.116704713118965,128.42996653090842,55.92129876890103,132.39222830946846,57.22910328574022
58,2,1,55,1,2,6,0.888331541531442,1.9580129855097461,132.39222830946844,57.22910328574024,132.58542799006196,58.59877511028812
59,2,1,56,1,2,4,0.25,3.0,90.0,0.0,92.92307692307692,0.0
60,2,1,56,1,1,21,0.9354831963213867,1.0,92.92307692307692,0.0,91.875,0.0
61,2,1,56,1,1,9,0.5555555555555556,0.0,91.875,0.0,92.0,0.0
62,2,1,96,1,2,7,0.7117282867569623,3.7780001733479645,127.877807616156,14.928982586305303,126.69357693203949,11.393818005545741
63,2,1,109,1,1,4,0.6546449353046486,0.8680213594538083,164.04708099374915,2.8272458820064545,163.97232750050776,2.6815211856445136
64,2,1,124,1,2,6,0.9626013481266257,2.4951327126950846,84.02384539709567,56.15882503551853,81.6536061803536,55.779645865790684
65,2,1,154,1,1,5,0.5167363136116244,0.8855400825807697,132.42360135724394,73.38970489885713,132.748317597375,74.20673905993239
66,2,2,22,1,1,9,0.6795600749290961,0.7389183771831281,317.4740068013685,88.04403144949528,317.7475242954965,88.28435251093505
67,2,2,31,1,1,6,0.5307157528348863,0.5280672416001041,356.8526116701034,68.1476797575944,356.5895108122176,69.01900811782912
68,2,2,35,1,1,5,0.5636426064236778,0.6927822138108412,357.28504634611755,69.05146595629039,357.25276778245376,69.21340791259144
69,2,2,67,1,1,4,0.29565478488334773,0.2085016013310081,376.32128629815475,35.64506571837451,376.1840599209154,35.438801778675554
70,2,2,86,1,1,4,0.539356234584525,0.5257114828493326,382.63495232275886,22.59811584895339,382.7694683984101,22.682891826799445
71,2,2,93,1,1,5,0.48630732849358954,0.7952112528677048,400.58041939243566,36.48352093942486,399.91812542007676,37.099645527911555
72,2,2,118,1,1,4,0.4377247526098566,0.9556429725116263,388.53694026645996,105.38139091956978,388.8362684303348,105.01991005726019
