Category,CategoryDisplay,TrackCount,TotalFrames,Frames_diffusion,Frames_const_diff,Frames_bound,Prop_diffusion,Prop_const_diff,Prop_bound,MeanDur_diffusion,MeanDur_const_diff,MeanDur_bound,MinBoundSegmentFramesThreshold,BoundSegmentCount,BoundSegmentMeanFrames,BoundSegmentMinFrames,BoundSegmentMaxFrames,Trans_Diff_to_Diff,Trans_Diff_to_Con,Trans_Diff_to_Bound,Trans_Con_to_Diff,Trans_Con_to_Con,Trans_Con_to_Bound,Trans_Bound_to_Diff,Trans_Bound_to_Con,Trans_Bound_to_Bound
bound_constraint,Bound + Constraint,803,33263,0,11182,22081,0.0,0.33616931725941734,0.6638306827405827,0.0,6.371509971509972,16.959293394777266,4,1302,16.959293394777266,4.0,160.0,0.0,0.0,0.0,0.0,0.8939781887150309,0.10602181128496918,0.0,0.051836641569701115,0.9481633584302989
bound_diffusion,Bound + Diffusion,2,113,12,0,101,0.10619469026548672,0.0,0.8938053097345132,4.0,0.0,50.5,4,2,50.5,41.0,60.0,0.8181818181818182,0.0,0.18181818181818182,0.0,0.0,0.0,0.01,0.0,0.99
constraint_diffusion,Constraint + Diffusion,569,11739,5036,6703,0,0.4289973592299174,0.5710026407700827,0.0,5.3066385669125395,6.716432865731463,0.0,4,0,,,,0.8559162303664921,0.14408376963350786,0.0,0.10789679437060204,0.8921032056293979,0.0,0.0,0.0,0.0
all_three,Bound + Constraint + Diffusion,161,7694,1200,3279,3215,0.15596568754873927,0.4261762412269301,0.41785807122433066,4.6875,6.903157894736842,14.28888888888889,4,225,14.28888888888889,4.0,124.0,0.8166089965397924,0.17214532871972318,0.01124567474048443,0.05710699717602761,0.8798242861625353,0.06306871666143708,0.003134796238244514,0.05956112852664577,0.9373040752351097
