protein,dataset_name,condition,replicate,track_id,distance_to_H2B_Bound,distance_to_MCM2_Bound,P_H2B_Bound,P_MCM2_Bound,closer_to_bound_control
NONO,HAP1-0426-CT,CT,426,97,1.1802084675877291,1.1342374383018012,0.49543493089338064,0.5045650691066194,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,98,1.5323910600016672,1.4858121578082648,0.493984949807151,0.506015050192849,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,100,1.146444053256168,1.1214558591960386,0.49754412477964316,0.5024558752203568,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,101,1.5558116880159256,1.5099554351320381,0.493984949807151,0.506015050192849,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,105,1.146444053256168,1.1214558591960386,0.49754412477964316,0.5024558752203568,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,106,1.5679496220865876,1.589374763162471,0.502817327687943,0.49718267231205704,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,107,1.1632023348874299,1.1303634027345468,0.4967531627970546,0.5032468372029454,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,109,1.4762394054939738,1.4310911756814584,0.494380390185976,0.505619609814024,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,110,0.9529819216796113,0.9319857219441604,0.49826918415851995,0.50173081584148,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,111,1.5286726201080816,1.4830250530835158,0.49411676245499747,0.5058832375450025,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,113,1.3091348393769011,1.3271317421335056,0.5019604439311545,0.4980395560688455,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,120,1.2019134253626802,1.1648373054085048,0.4962258635924631,0.5037741364075369,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,122,1.4166181573271839,1.3706400313490934,0.49451220523246886,0.5054877947675311,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,123,1.3622866978880401,1.3167718030414979,0.4947758375958604,0.5052241624041396,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,124,1.6117794290247927,1.5655773673537903,0.49372132703833793,0.5062786729616621,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,125,1.6405504618844104,1.5942074715182624,0.4935895169540079,0.5064104830459921,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,126,1.0510337788022217,1.0327869129624998,0.4983350990542935,0.5016649009457065,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,127,1.6698102672175326,1.623345327301972,0.4934577077608189,0.5065422922391811,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,129,1.5132512165705525,1.466594222173876,0.49405085602769583,0.5059491439723042,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,131,1.1107164443068878,1.0646639851654005,0.4956985727832379,0.5043014272167621,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,132,0.9166083660001803,0.8745585440526984,0.4967531627970546,0.5032468372029454,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,133,1.4577080491486412,1.4108664026921316,0.49424857592071236,0.5057514240792876,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,134,1.086492406621739,1.117884533646792,0.5028832412017556,0.4971167587982443,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,141,1.5749167105373727,1.5281086908386188,0.4937872324089567,0.5062127675910433,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,142,1.2702438920665107,1.3120856069042457,0.5045310405211505,0.49546895947884945,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,147,1.5132512165705525,1.466594222173876,0.49405085602769583,0.5059491439723042,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,148,1.6405504618844104,1.5942074715182624,0.4935895169540079,0.5064104830459921,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,149,1.192040724938575,1.1478987544549302,0.49556675153014296,0.504433248469857,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,152,0.39836334066753865,0.40327049144658755,0.5001148156092458,0.49988518439075424,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,157,0.257933541526108,0.2171498141195901,0.499126081662157,0.500873918337843,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,159,1.4264908224784951,1.381966381490661,0.49464402104187055,0.5053559789581294,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,161,2.153413601508156,2.1964724494978416,0.5078922074717034,0.4921077925282966,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,163,0.8830498158387143,0.9043770492987956,0.5015649549315354,0.4984350450684646,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,1,1.5558116880159256,1.5099554351320381,0.493984949807151,0.506015050192849,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,9,1.2604578604280454,1.2200706535153536,0.4956985727832379,0.5043014272167621,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,10,1.0931538386762396,1.0552019821777123,0.49648951221863913,0.5035104877813609,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,18,1.3159709433861118,1.2694079007248658,0.49484174614635057,0.5051582538536494,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,22,1.0310108346189928,0.9843868979883713,0.4959622170651299,0.5040377829348701,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,24,1.2572977242523613,1.2110451288747353,0.49510538211817534,0.5048946178818247,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,29,1.2604578604280454,1.2200706535153536,0.4956985727832379,0.5043014272167621,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,32,1.4264908224784951,1.381966381490661,0.49464402104187055,0.5053559789581294,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,38,0.9351162122812963,0.890453950887127,0.49648951221863913,0.5035104877813609,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,41,1.3378116224721266,1.3352138223892211,0.4996534060752308,0.5003465939247692,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,47,1.6405504618844104,1.5942074715182624,0.4935895169540079,0.5064104830459921,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,48,1.5626244753409886,1.5159494507948073,0.4938531379954917,0.5061468620045083,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,49,1.6117794290247927,1.5655773673537903,0.49372132703833793,0.5062786729616621,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,52,0.5886907762988183,0.6350789137339968,0.5023559304776626,0.4976440695223374,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,57,1.583523810373589,1.537483380219269,0.4938531379954917,0.5061468620045083,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,58,1.6405504618844104,1.5942074715182624,0.4935895169540079,0.5064104830459921,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,59,4.138933079961068,4.185514189771503,0.5163901082163218,0.48360989178367814,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,6,1.1568792807498853,1.1252374601255801,0.4968849887725374,0.5031150112274626,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,7,0.8598681730674245,0.8318811905526677,0.49793961062788383,0.5020603893721162,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,15,2.21116085293108,2.2424006383611075,0.5058492108282364,0.4941507891717635,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,17,1.3797173015928388,1.3359605860370738,0.49490765487611743,0.5050923451238826,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,18,1.0156083429813247,0.9959333055947499,0.49826918415851995,0.50173081584148,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,23,1.607788331527817,1.6533104329334902,0.5062446468977271,0.493755353102273,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,25,1.4758978427865899,1.4291087192691423,0.49418266908676634,0.5058173309132337,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,29,0.9492059171620807,0.908665848114455,0.4967531627970546,0.5032468372029454,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,43,1.4510119276894842,1.4061588481266014,0.49451220523246886,0.5054877947675311,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,45,1.5021376670343898,1.4567253757713625,0.49424857592071236,0.5057514240792876,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,46,0.8098924906038133,0.7731113520518387,0.49747821075700505,0.502521789242995,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,53,1.6698102672175326,1.623345327301972,0.4934577077608189,0.5065422922391811,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,54,1.6117794290247927,1.5655773673537903,0.49372132703833793,0.5062786729616621,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,56,1.5286726201080816,1.4830250530835158,0.49411676245499747,0.5058832375450025,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,57,0.7269583293703946,0.6846092085505785,0.4974122968220195,0.5025877031779805,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,59,1.3362312971304606,1.293406655594338,0.49517129154214623,0.5048287084578538,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,62,1.1799332761935188,1.1448617577890992,0.49648951221863913,0.5035104877813609,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,63,1.3194251114702502,1.2735986337571896,0.49490765487611743,0.5050923451238826,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,67,1.2182205657553347,1.1730771184219666,0.4953690208118502,0.5046309791881498,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,68,6.3266358007364625,6.364780286958345,0.5204713031153488,0.47952869688465116,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,69,0.5853971486118135,0.5686072031999012,0.499126081662157,0.500873918337843,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,72,1.277893815135854,1.2368197376051067,0.49556675153014296,0.504433248469857,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,74,1.501497667327786,1.5294557631222911,0.5035423704500597,0.49645762954994027,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,77,1.5558116880159256,1.5099554351320381,0.493984949807151,0.506015050192849,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,80,0.7361437636748329,0.7827270803166807,0.5029491546153531,0.49705084538464694,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,82,1.5749167105373727,1.5281086908386188,0.4937872324089567,0.5062127675910433,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,89,3.5396988047526694,3.5730232923966834,0.5100008300159642,0.48999916998403586,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,93,0.6381217198451019,0.5972808789770894,0.497807781700903,0.502192218299097,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,103,1.3158239371285667,1.2735333729089078,0.495303110891274,0.504696889108726,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,117,1.4762394054939738,1.4310911756814584,0.494380390185976,0.505619609814024,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,119,1.5286726201080816,1.4830250530835158,0.49411676245499747,0.5058832375450025,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,120,1.1511337539083977,1.1088684244187568,0.49589630577842037,0.5041036942215796,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,123,1.4534945218994582,1.4070648653946816,0.4943144829545455,0.5056855170454545,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,124,1.6117794290247927,1.5655773673537903,0.49372132703833793,0.5062786729616621,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,126,1.0392511210232975,1.0008080344475636,0.49662133727297975,0.5033786627270203,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,133,1.4762394054939738,1.4310911756814584,0.494380390185976,0.505619609814024,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,136,1.0541114722735567,1.0147004011815017,0.49648951221863913,0.5035104877813609,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,138,0.7582547037822757,0.7669469976171996,0.5005103093696854,0.4994896906303145,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,140,1.0964470009568088,1.0564090365266647,0.4962917755579672,0.5037082244420328,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,146,5.957676304143324,6.004123306200098,0.5234975520830584,0.47650244791694163,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,156,0.8071242246471242,0.8162481092792998,0.500576224947708,0.49942377505229196,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,158,1.9031860842663249,1.9357840612627513,0.5052560431568529,0.49474395684314715,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,162,1.4577080491486412,1.4108664026921316,0.49424857592071236,0.5057514240792876,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,176,1.3158239371285667,1.2735333729089078,0.495303110891274,0.504696889108726,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,177,1.458010600765704,1.4757714683799308,0.5021581875419762,0.49784181245802384,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,179,1.3846593422148026,1.3381638712781136,0.4945781130429511,0.5054218869570489,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,180,1.3159709433861118,1.2694079007248658,0.49484174614635057,0.5051582538536494,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,184,0.5944127045224319,0.5587444367629669,0.49820326932290726,0.5017967306770927,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,187,0.5942609623042782,0.6242699743065462,0.5014990398945158,0.4985009601054841,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,191,1.559725758814514,1.6051587553036848,0.5060469298086765,0.4939530701913235,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,192,1.6405504618844104,1.5942074715182624,0.4935895169540079,0.5064104830459921,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,193,1.6405504618844104,1.5942074715182624,0.4935895169540079,0.5064104830459921,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,196,1.6960055660551119,1.7427904730888917,0.5067718827515746,0.49322811724842536,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,202,0.43683385299264504,0.41965465168341887,0.49932382815224297,0.500676171847757,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,203,1.0621791599989692,1.0207980184562133,0.4962917755579672,0.5037082244420328,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,206,0.9826554077268338,0.9394272712510774,0.49642359987334594,0.5035764001266541,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,207,1.0032099899179645,0.9785342934555211,0.49787369612744004,0.50212630387256,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,208,0.7275179448936357,0.7563498607251992,0.501762699707055,0.49823730029294505,neither_clear_margin
NONO,HAP1-0426-CT,CT,426,211,0.6570633090198205,0.6149547869772297,0.4976759530787136,0.5023240469212864,neither_clear_margin
