dataset_name,protein,condition,replicate,source_file,source_folder,track_id,cell_id,video_id,n_frames,track_length,is_control,control_role,P_free_like,P_chromatin_bound_like,P_mcm_bound_like,supervised_control_prediction,distance_to_NLS_centroid,distance_to_H2B_centroid,distance_to_MCM2_Bound_centroid,nearest_control_class,nearest_control_distance,control_outlier_score,is_control_outlier,max_trap_dwell_frames,mean_trap_dwell_frames,trap_prob_mean,frac_supported_high_score_windows,max_consecutive_diffusive,frac_bound,frac_constrained,frac_diffusive,max_consecutive_constrained,max_consecutive_bound,n_state_switches,trapping_score,temporal_score,n_supported_high_score_windows,supported_temporal_trapping,diffusive_burst_flag,final_control_guided_class,classification_reason,distance_to_H2B_Bound,distance_to_MCM2_Bound,genotype,treatment,distance_to_NLS,distance_to_H2B,distance_to_MCM2_Bound_HighConfidence,passed_target_protein_gate,passed_not_free_gate,passed_not_h2b_gate,passed_not_mcm2_gate,passed_temporal_support_gate,passed_no_diffusive_burst_gate,passed_control_outlier_gate,usable_feature_count,passed_feature_completeness_gate,failed_gate_count,first_failed_gate,all_failed_gates,failed_only_one_gate,near_miss_target_specific
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,91,5.0,7,1,1,False,target,0.5634495298107596,0.4365504701892404,0.0,free_like,3.2414720548041585,1.2097877239887938,2.934909746689962,H2B,1.2097877239887938,1.2097877239887938,False,17.0,17.0,0.997061137253732,0.0,0.0,0.2941176470588235,0.7058823529411765,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.3679835887019889,2.934909746689962,WT,CT,3.2414720548041585,1.2097877239887938,2.934909746689962,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,94,5.0,7,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,108.0,108.0,0.9999829898328392,0.7142857142857143,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,94,5.0,7,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,108.0,108.0,0.9999829898328392,0.7142857142857143,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,3.3784831635077297,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,46,1.0,8,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,17.0,17.0,0.9999265000250536,0.0,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,46,1.0,8,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,17.0,17.0,0.9999265000250536,0.0,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.1402100231646666,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,2,3.0,8,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,17.0,17.0,0.9999265000250536,1.0,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,2,3.0,8,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,17.0,17.0,0.9999265000250536,1.0,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.1402100231646666,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,52,3.0,8,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,20.0,20.0,0.9999365564523736,1.0,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,52,3.0,8,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,20.0,20.0,0.9999365564523736,1.0,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,0.9912421159117305,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,111,3.0,8,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,11.0,11.0,0.9998899311983152,1.0,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,111,3.0,8,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,11.0,11.0,0.9998899311983152,1.0,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.438145837670539,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,175,3.0,8,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,47.0,47.0,0.9999692933327986,0.7297297297297297,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,175,3.0,8,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,47.0,47.0,0.9999692933327986,0.7297297297297297,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,0.3494690493646948,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,38,4.0,8,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,26.0,26.0,0.9999497071650232,0.5625,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,38,4.0,8,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,26.0,26.0,0.9999497071650232,0.5625,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,0.6933063014058582,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,46,4.0,8,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,59.0,59.0,0.999974225442844,0.7142857142857143,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,46,4.0,8,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,59.0,59.0,0.999974225442844,0.7142857142857143,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,0.9453406783764394,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,87,4.0,8,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,19.0,19.0,0.9999335571670326,0.4444444444444444,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,87,4.0,8,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,19.0,19.0,0.9999335571670326,0.4444444444444444,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.0408980849960425,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,103,4.0,8,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,59.0,59.0,0.999974225442844,0.2040816326530612,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,103,4.0,8,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,59.0,59.0,0.999974225442844,0.2040816326530612,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,0.9453406783764394,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_stats.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,all,nan,all,1,1,False,target,0.5715955210471129,0.4284044789528872,0.0,free_like,3.206796318784562,0.7520887762603904,1.905099021982991,H2B,0.7520887762603904,0.7520887762603904,False,,,,,,,,,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,1.905099021982991,WT,CT,3.206796318784562,0.7520887762603904,1.905099021982991,True,True,True,True,False,True,False,2,False,3,temporal_support,temporal_support;control_outlier;feature_completeness,False,False
WT-0416-CT,TDP43,CT,416,multi-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,8,1.0,1,49,49,False,target,0.0033333333333333,0.9966666666666668,0.0,chromatin_bound_like,5.800893397091162,5.47056290279787,7.129261959683049,H2B,5.47056290279787,5.47056290279787,True,,,,,4.0,0.0,0.9183673469387756,0.0816326530612244,42.0,0.0,2.0,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.202843755812592,7.129261959683049,WT,CT,5.800893397091162,5.47056290279787,7.129261959683049,True,True,False,True,False,True,True,7,True,2,not_h2b_like,not_h2b_like;temporal_support,False,True
WT-0416-CT,TDP43,CT,416,multi-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,19,1.0,1,78,78,False,target,0.06,0.94,0.0,chromatin_bound_like,6.112449653274478,5.0067185861619725,6.023512229391393,H2B,5.0067185861619725,5.0067185861619725,True,,,,,0.0,0.6923076923076923,0.3076923076923077,0.0,6.0,20.0,10.0,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,6.023512229391393,WT,CT,6.112449653274478,5.0067185861619725,6.023512229391393,True,True,False,True,False,True,True,7,True,2,not_h2b_like,not_h2b_like;temporal_support,False,True
WT-0416-CT,TDP43,CT,416,multi-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,19,1.0,1,78,78,False,target,0.06,0.94,0.0,chromatin_bound_like,6.112449653274478,5.0067185861619725,6.023512229391393,H2B,5.0067185861619725,5.0067185861619725,True,,,,,0.0,0.6923076923076923,0.3076923076923077,0.0,6.0,20.0,10.0,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6449643076726015,6.023512229391393,WT,CT,6.112449653274478,5.0067185861619725,6.023512229391393,True,True,False,True,False,True,True,7,True,2,not_h2b_like,not_h2b_like;temporal_support,False,True
WT-0416-CT,TDP43,CT,416,multi-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,23,1.0,1,89,89,False,target,0.0666666666666666,0.9333333333333332,0.0,chromatin_bound_like,5.715660264598411,5.05472760791083,6.152048252674809,H2B,5.05472760791083,5.05472760791083,True,,,,,4.0,0.6179775280898876,0.3033707865168539,0.0786516853932584,7.0,26.0,10.0,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,2.0280792228256903,6.152048252674809,WT,CT,5.715660264598411,5.05472760791083,6.152048252674809,True,True,False,True,False,True,True,7,True,2,not_h2b_like,not_h2b_like;temporal_support,False,True
WT-0416-CT,TDP43,CT,416,multi-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,1,2.0,1,15,15,False,target,0.5890972678900867,0.4109027321099131,0.0,free_like,0.9459043528395368,2.6970520101989064,4.339350758477543,NLS,0.9459043528395368,0.9459043528395368,False,,,,,7.0,0.0,0.5333333333333333,0.4666666666666667,8.0,0.0,1.0,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.5286726201080816,4.339350758477543,WT,CT,0.9459043528395368,2.6970520101989064,4.339350758477543,True,True,True,True,False,True,False,7,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,multi-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,32,2.0,1,39,39,False,target,0.09,0.91,0.0,chromatin_bound_like,3.941557063250805,6.383961056278546,7.378587496600336,NLS,3.941557063250805,3.941557063250805,True,,,,,21.0,0.0,0.2051282051282051,0.7948717948717948,5.0,0.0,3.0,,,,False,True,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.146335634697098,7.378587496600336,WT,CT,3.941557063250805,6.383961056278546,7.378587496600336,True,True,False,True,False,False,True,7,True,3,not_h2b_like,not_h2b_like;temporal_support;no_diffusive_burst,False,False
WT-0416-CT,TDP43,CT,416,multi-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,54,2.0,1,15,15,False,target,0.472746561051773,0.527253438948227,0.0,chromatin_bound_like,0.6603211913963624,2.976059238288079,4.480273152132119,NLS,0.6603211913963624,0.6603211913963624,False,,,,,8.0,0.0,0.4666666666666667,0.5333333333333333,7.0,0.0,1.0,,,,False,True,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.5286726201080816,4.480273152132119,WT,CT,0.6603211913963624,2.976059238288079,4.480273152132119,True,True,True,True,False,False,False,7,True,3,temporal_support,temporal_support;no_diffusive_burst;control_outlier,False,False
WT-0416-CT,TDP43,CT,416,multi-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,1,4.0,1,194,194,False,target,0.05,0.95,0.0,chromatin_bound_like,6.489912229164893,5.225717773870652,6.154916019683935,H2B,5.225717773870652,5.225717773870652,True,,,,,0.0,0.6701030927835051,0.3298969072164948,0.0,20.0,71.0,9.0,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,6.154916019683935,WT,CT,6.489912229164893,5.225717773870652,6.154916019683935,True,True,False,True,False,True,True,7,True,2,not_h2b_like,not_h2b_like;temporal_support,False,True
WT-0416-CT,TDP43,CT,416,multi-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,1,4.0,1,194,194,False,target,0.05,0.95,0.0,chromatin_bound_like,6.489912229164893,5.225717773870652,6.154916019683935,H2B,5.225717773870652,5.225717773870652,True,,,,,0.0,0.6701030927835051,0.3298969072164948,0.0,20.0,71.0,9.0,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,6.308369331226056,6.154916019683935,WT,CT,6.489912229164893,5.225717773870652,6.154916019683935,True,True,False,True,False,True,True,7,True,2,not_h2b_like,not_h2b_like;temporal_support,False,True
WT-0416-CT,TDP43,CT,416,multi-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,25,4.0,1,65,65,False,target,0.2133333333333333,0.7866666666666666,0.0,chromatin_bound_like,4.999505850008713,4.330084712808505,6.10304757588728,H2B,4.330084712808505,4.330084712808505,True,,,,,3.0,0.1538461538461538,0.8,0.0461538461538461,33.0,10.0,4.0,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.3297903458428424,6.10304757588728,WT,CT,4.999505850008713,4.330084712808505,6.10304757588728,True,True,False,True,False,True,True,7,True,2,not_h2b_like,not_h2b_like;temporal_support,False,True
WT-0416-CT,TDP43,CT,416,multi-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,36,4.0,1,125,125,False,target,0.2166666666666666,0.7833333333333333,0.0,chromatin_bound_like,7.808004309495057,7.824426974371036,8.85762580819142,NLS,7.808004309495057,7.808004309495057,True,,,,,11.0,0.616,0.24,0.144,8.0,27.0,14.0,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,3.467735683957495,8.85762580819142,WT,CT,7.808004309495057,7.824426974371036,8.85762580819142,True,True,False,True,False,True,True,7,True,2,not_h2b_like,not_h2b_like;temporal_support,False,True
WT-0416-CT,TDP43,CT,416,multi-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,21,5.0,1,53,53,False,target,0.2194793706040171,0.7805206293959829,0.0,chromatin_bound_like,5.185330760161588,4.72352593065512,6.41403658065209,H2B,4.72352593065512,4.72352593065512,True,,,,,4.0,0.1320754716981132,0.7924528301886793,0.0754716981132075,37.0,7.0,3.0,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.0827867152583142,6.41403658065209,WT,CT,5.185330760161588,4.72352593065512,6.41403658065209,True,True,False,True,False,True,True,7,True,2,not_h2b_like,not_h2b_like;temporal_support,False,True
WT-0416-CT,TDP43,CT,416,multi-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,33,5.0,1,22,22,False,target,0.4661993312229828,0.5338006687770172,0.0,chromatin_bound_like,2.6332436229515745,1.771609679393234,3.924718531637255,H2B,1.771609679393234,1.771609679393234,False,,,,,3.0,0.1818181818181818,0.6818181818181818,0.1363636363636363,10.0,4.0,3.0,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.2622648607329612,3.924718531637255,WT,CT,2.6332436229515745,1.771609679393234,3.924718531637255,True,True,True,True,False,True,False,7,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,multi-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,69,5.0,1,67,67,False,target,0.31,0.69,0.0,chromatin_bound_like,5.91125877955373,6.641345940891573,8.106095092182375,NLS,5.91125877955373,5.91125877955373,True,,,,,12.0,0.0895522388059701,0.4477611940298507,0.4626865671641791,12.0,6.0,11.0,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.4661876840950798,8.106095092182375,WT,CT,5.91125877955373,6.641345940891573,8.106095092182375,True,True,False,True,False,True,True,7,True,2,not_h2b_like,not_h2b_like;temporal_support,False,True
WT-0416-CT,TDP43,CT,416,multi-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,84,5.0,1,14,14,False,target,0.5248170648662989,0.4751829351337012,0.0,free_like,1.3041031892790895,4.131062346344819,5.17932274228076,NLS,1.3041031892790895,1.3041031892790895,False,,,,,11.0,0.0,0.2142857142857142,0.7857142857142857,3.0,0.0,1.0,,,,False,True,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.5558116880159256,5.17932274228076,WT,CT,1.3041031892790895,4.131062346344819,5.17932274228076,True,True,True,True,False,False,False,7,True,3,temporal_support,temporal_support;no_diffusive_burst;control_outlier,False,False
