dataset_name,protein,condition,replicate,source_file,source_folder,track_id,cell_id,video_id,n_frames,track_length,is_control,control_role,P_free_like,P_chromatin_bound_like,P_mcm_bound_like,supervised_control_prediction,distance_to_NLS_centroid,distance_to_H2B_centroid,distance_to_MCM2_Bound_centroid,nearest_control_class,nearest_control_distance,control_outlier_score,is_control_outlier,max_trap_dwell_frames,mean_trap_dwell_frames,trap_prob_mean,frac_supported_high_score_windows,max_consecutive_diffusive,frac_bound,frac_constrained,frac_diffusive,max_consecutive_constrained,max_consecutive_bound,n_state_switches,trapping_score,temporal_score,n_supported_high_score_windows,supported_temporal_trapping,diffusive_burst_flag,final_control_guided_class,classification_reason,distance_to_H2B_Bound,distance_to_MCM2_Bound,genotype,treatment,distance_to_NLS,distance_to_H2B,distance_to_MCM2_Bound_HighConfidence,passed_target_protein_gate,passed_not_free_gate,passed_not_h2b_gate,passed_not_mcm2_gate,passed_temporal_support_gate,passed_no_diffusive_burst_gate,passed_control_outlier_gate,usable_feature_count,passed_feature_completeness_gate,failed_gate_count,first_failed_gate,all_failed_gates,failed_only_one_gate,near_miss_target_specific
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,155,1.0,2,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,59.0,59.0,0.999974225442844,0.8163265306122449,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,155,1.0,2,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,59.0,59.0,0.999974225442844,0.8163265306122449,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,0.9453406783764394,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,2,2.0,2,1,1,False,target,0.4283995839997718,0.5716004160002286,0.0,chromatin_bound_like,3.249326037080151,0.7038095868530649,2.0322969184618542,H2B,0.7038095868530649,0.7038095868530649,False,38.0,38.0,0.9986076894628488,0.0714285714285714,0.0,0.5789473684210527,0.4210526315789473,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,2.0322969184618542,WT,CT,3.249326037080151,0.7038095868530649,2.0322969184618542,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,2,2.0,2,1,1,False,target,0.4283995839997718,0.5716004160002286,0.0,chromatin_bound_like,3.249326037080151,0.7038095868530649,2.0322969184618542,H2B,0.7038095868530649,0.7038095868530649,False,38.0,38.0,0.9986076894628488,0.0714285714285714,0.0,0.5789473684210527,0.4210526315789473,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,0.7770592515427636,2.0322969184618542,WT,CT,3.249326037080151,0.7038095868530649,2.0322969184618542,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,5,2.0,2,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,17.0,17.0,0.9999265000250536,1.0,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,5,2.0,2,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,17.0,17.0,0.9999265000250536,1.0,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.1402100231646666,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,91,2.0,2,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,18.0,18.0,0.9999302246277648,1.0,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,91,2.0,2,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,18.0,18.0,0.9999302246277648,1.0,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.0905540540803547,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,107,2.0,2,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,48.0,48.0,0.9999697985315704,0.2631578947368421,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,107,2.0,2,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,48.0,48.0,0.9999697985315704,0.2631578947368421,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,0.3991250184490069,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,51,3.0,2,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,34.0,34.0,0.9999600214494536,1.0,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,51,3.0,2,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,34.0,34.0,0.9999600214494536,1.0,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,0.2960585487313618,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,72,3.0,2,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,12.0,12.0,0.9998985655047082,1.0,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,72,3.0,2,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,12.0,12.0,0.9998985655047082,1.0,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.3884898685862268,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,96,3.0,2,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,29.0,29.0,0.9999542418935228,1.0,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,96,3.0,2,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,29.0,29.0,0.9999542418935228,1.0,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,0.5443383941529221,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,116,3.0,2,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,30.0,30.0,0.9999555519262004,0.2,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,116,3.0,2,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,30.0,30.0,0.9999555519262004,0.2,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,0.49468242506861,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,41,4.0,2,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,22.0,22.0,0.9999417370361446,0.25,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,41,4.0,2,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,22.0,22.0,0.9999417370361446,0.25,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,0.8919301777431065,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,53,4.0,2,1,1,False,target,0.5099930979916736,0.4900069020083266,0.0,free_like,3.2591357878087224,1.2948514295905538,3.027463523796481,H2B,1.2948514295905538,1.2948514295905538,False,15.0,15.0,0.996816933384887,0.0,0.0,0.2666666666666666,0.7333333333333333,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,3.027463523796481,WT,CT,3.2591357878087224,1.2948514295905538,3.027463523796481,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,53,4.0,2,1,1,False,target,0.5099930979916736,0.4900069020083266,0.0,free_like,3.2591357878087224,1.2948514295905538,3.027463523796481,H2B,1.2948514295905538,1.2948514295905538,False,15.0,15.0,0.996816933384887,0.0,0.0,0.2666666666666666,0.7333333333333333,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.4447246839497323,3.027463523796481,WT,CT,3.2591357878087224,1.2948514295905538,3.027463523796481,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,32,5.0,2,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,30.0,30.0,0.9999555519262004,0.4,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,32,5.0,2,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,30.0,30.0,0.9999555519262004,0.4,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,0.49468242506861,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,42,5.0,2,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,13.0,13.0,0.9999058714561908,1.0,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True
