genotype,treatment,n_tracks,n_free_like,frac_free_like,n_chromatin_bound_like,frac_chromatin_bound_like,n_mcm_bound_like,frac_mcm_bound_like,n_slow_diffusive,frac_slow_diffusive,n_mixed,frac_mixed,n_target_specific_trapping_like,frac_target_specific_trapping_like,n_ambiguous,frac_ambiguous
WT,CT,2965,757,0.25531197301854974,1766,0.5956155143338955,69,0.02327150084317032,0,0.0,0,0.0,0,0.0,373,0.1258010118043845
