protein,dataset_name,genotype,date_or_experiment_id,treatment,replicate,bound_control_class,source_file,source_folder,video_id,cell_id,track_id,n_frames,track_length,step_size_mean,step_size_median,step_size_p95,path_length,net_displacement,Rg,intensity_mean,intensity_std,frac_diffusive,frac_constrained,frac_bound,max_consecutive_diffusive,max_consecutive_constrained,max_consecutive_bound,n_state_switches
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,410,77,77,0.2970295688774359,0.2888472418886667,0.5281994152486984,22.57424723468513,0.33716833541064267,0.5194920779345131,92181.32467532468,1828.8167978343297,0.0,0.0,1.0,0,0,77,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,411,21,21,0.25624012478725494,0.27242090650604023,0.4414560083074854,5.124802495745099,0.45862353069233275,0.2821285606534366,92073.0,1672.05544166454,0.0,0.0,1.0,0,0,21,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,426,16,16,0.3815861725621636,0.445478284861463,0.5580642242267998,5.723792588432454,0.422707052120028,0.3737659343657458,87175.5625,2312.5856227391887,0.0,0.0,1.0,0,0,16,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,432,32,32,0.38139089501160034,0.33095311159218643,0.8479120866205867,11.82311774535961,0.6031045881054603,0.5314796641130992,88916.40625,1296.1214314719773,0.0,0.0,1.0,0,0,32,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,441,70,70,0.46054503367355093,0.41535138804356964,0.9265866307656615,31.777607323475014,0.5789073704463961,0.4604084484888399,88237.72857142857,1842.8467496376643,0.0,0.0,1.0,0,0,70,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,456,22,22,0.40647668043184193,0.41377905929558956,0.8732759293162504,8.536010289068681,0.32879600846002555,0.3488920774947941,87964.04545454546,1441.0292775609657,0.0,0.0,1.0,0,0,22,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,462,24,24,0.3786572932753957,0.3382013336950614,0.6575716824063691,8.709117745334101,0.5068807496595191,0.3177498803732989,90977.66666666667,1443.800740999306,0.0,0.0,1.0,0,0,24,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,464,11,11,0.2795185775147627,0.2467909958952752,0.6034212129496352,2.7951857751476274,0.7056815649593654,0.3096735087893426,91417.90909090909,3592.3154498051936,0.0,0.0,1.0,0,0,11,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,465,15,15,0.2244861390980799,0.19111563651468777,0.4214783848024197,3.1428059473731187,1.194091078517181,0.4874350045823737,91476.06666666667,1334.5573084449427,0.0,0.0,1.0,0,0,15,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,469,17,17,0.39171863433109755,0.38771107150352396,0.7055201165501243,6.267498149297561,0.28081032131211686,0.37564602365201993,90820.5294117647,1360.9404431149376,0.0,0.0,1.0,0,0,17,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,470,65,65,12.701245152648687,0.3707302652889099,0.8620505584633424,812.879689769516,0.9245529847779121,48.65661030183394,87557.58461538462,11257.49034378376,0.0,0.0,1.0,0,0,65,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,479,13,13,0.46898553436886287,0.5063824758312853,0.7683229428992077,5.627826412426354,0.8029891682166617,0.3949021220017532,87490.61538461539,1547.205412911805,0.0,0.0,1.0,0,0,13,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,482,15,15,0.38717772743054146,0.38641155198409494,0.6576185212590555,5.4204881840275805,0.34948856056787264,0.3258185874442679,90851.66666666667,1936.6186536135112,0.0,0.0,1.0,0,0,15,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,483,163,163,0.3279513007805427,0.3045844435302465,0.6359203574172549,53.128110726447915,0.5929291043283503,0.42824182174036063,90761.9263803681,1343.8962590321178,0.0,0.0,1.0,0,0,163,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,484,10,10,0.3331025090818401,0.30686478292890457,0.6704473277903361,2.9979225817365607,0.41122193123926454,0.3006814708226341,93130.3,1984.3398594438852,0.0,0.0,1.0,0,0,10,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,488,51,51,36.84259090409019,0.4064868094469902,455.83655730032746,1842.1295452045094,1.2645576295875645,88.52791691821525,83100.49019607843,17036.427092994058,0.0,0.0,1.0,0,0,51,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,492,17,17,46.07218421191538,0.286701390198424,366.32420050588,737.154947390646,0.8014174663503276,86.14687058086795,81478.0,21019.92438735211,0.0,0.0,1.0,0,0,17,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,495,24,24,0.3694516927342265,0.3241334230797505,0.6931365769249791,8.49738893288721,0.5390070841872457,0.4099661153445562,88729.75,1641.7791582145956,0.0,0.0,1.0,0,0,24,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,499,15,15,0.2597823664655624,0.24121641556736273,0.4328120794816059,3.636953130517874,0.8891708161568048,0.28746159471811034,89822.26666666666,1580.4176874062966,0.0,0.0,1.0,0,0,15,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,502,18,18,0.38474159108188155,0.42655799551945606,0.711841088901718,6.540607048391986,0.7477312547454524,0.4133577671050676,87707.11111111111,2075.1618190308436,0.0,0.0,1.0,0,0,18,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,504,34,34,0.34528466155121806,0.30854081490282365,0.6792545457479665,11.394393831190197,0.39981009579728716,0.35958663452825324,92947.61764705883,2798.4666582353457,0.0,0.0,1.0,0,0,34,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,507,15,15,52.9473621813172,0.4085493118152189,368.01523253143796,741.2630705384408,0.2549008184889443,91.85780795994552,79120.4,21931.233405481653,0.0,0.0,1.0,0,0,15,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,511,15,15,0.32182012475974703,0.2676747502230755,0.7599747304452414,4.505481746636458,1.2400833311241108,0.3558970369042609,91436.46666666666,3327.8861988326694,0.0,0.0,1.0,0,0,15,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,521,29,29,0.24832314295256003,0.23293163543911322,0.5124841862032562,6.9530480026716805,0.1340038381172822,0.2786167390218744,91615.1724137931,1372.3187642236749,0.0,0.0,1.0,0,0,29,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,524,20,20,0.36496983536951655,0.3879955898617295,0.5142678362678126,6.934426872020815,0.32481179596984755,0.3236697304147038,91513.15,918.122355966957,0.0,0.0,1.0,0,0,20,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,528,10,10,0.4297446556285107,0.4405199197378903,0.7554204863010834,3.8677019006565962,0.6909374474713097,0.34437406343496774,90854.2,1358.1065904821726,0.0,0.0,1.0,0,0,10,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,539,18,18,0.2733437861492009,0.23741488425703516,0.5237971313190654,4.646844364536415,0.47474349009026884,0.2948750958676715,90046.27777777778,2154.815204457096,0.0,0.0,1.0,0,0,18,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,542,58,58,0.3256561119207786,0.2896428323302422,0.6127139580217631,18.562398379484378,0.6089960766058701,0.4041754279038846,89827.0172413793,1722.8857523025122,0.0,0.0,1.0,0,0,58,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,547,23,23,0.242285168602244,0.22453281691834667,0.44692453501628354,5.330273709249368,0.23915518871085403,0.27507359191933606,90332.34782608696,1744.6364458142107,0.0,0.0,1.0,0,0,23,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,549,34,34,0.3344287714470863,0.31600200299024706,0.6151463433555556,11.036149457753849,0.571765470265174,0.33730999345199975,91725.08823529411,2084.8722127492038,0.0,0.0,1.0,0,0,34,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,551,56,56,0.3758884915034806,0.3428969878437033,0.7169077369718776,20.673867032691433,0.3211214903547167,0.4956379229433564,89015.03571428571,1627.3712876268303,0.0,0.0,1.0,0,0,56,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,553,16,16,0.22890423048389275,0.2085001887777536,0.38724242370133644,3.433563457258391,0.17137429333900506,0.218320021612461,91154.1875,2902.4036755477923,0.0,0.0,1.0,0,0,16,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,554,72,72,0.3862459369843299,0.3498307993177802,0.701120256054707,27.423461525887422,1.386789892720852,0.5503541352040058,90821.0,2028.4046322449267,0.0,0.0,1.0,0,0,72,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,556,41,41,0.3640152545389624,0.3236991179271227,0.6008575108422887,14.560610181558495,0.6957365808679002,0.29424142477078047,88724.17073170732,1755.8082882598405,0.0,0.0,1.0,0,0,41,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,559,32,32,0.3768854772021053,0.3525750595254067,0.6584935567688583,11.683449793265265,0.48188314966997936,0.3916184105483529,88704.0,1751.6387534479377,0.0,0.0,1.0,0,0,32,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,560,8,8,0.3981297887791929,0.39037499448977875,0.5735069744847976,2.7869085214543503,0.14313394753448846,0.30122953111011674,89625.0,2919.21574595448,0.0,0.0,1.0,0,0,8,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,562,15,15,0.363667904478847,0.4250605348657879,0.6987397493467469,5.091350662703858,0.7594795649404733,0.41033749683596615,91914.26666666666,1886.8791492328078,0.0,0.0,1.0,0,0,15,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,565,80,80,0.2835289884148775,0.23253604350824156,0.5078599032514625,22.398790084775325,4.012216306148093,1.7647061183242263,94288.7875,2133.317418350281,0.0,0.0,1.0,0,0,80,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,567,66,66,13.610516937796877,0.3470718671766402,0.7023879706507511,884.683600956797,1.1213846424885967,52.66645446368283,88841.68181818182,11293.954633627389,0.0,0.0,1.0,0,0,66,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,569,20,20,0.25387449620374475,0.22876105890798887,0.4712511062074884,4.82361542787115,0.10312484526887719,0.19013678661209069,89821.6,1657.7068942875337,0.0,0.0,1.0,0,0,20,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,570,21,21,0.32465834914605085,0.3514154229754308,0.5366422089450533,6.493166982921017,0.04529197484816876,0.2202520314434911,90232.38095238095,2061.168054191372,0.0,0.0,1.0,0,0,21,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,581,8,8,0.7780232094151488,0.3881662429932776,1.9552383041155101,5.446162465906042,0.48545792882215333,0.7208442726652908,89924.75,817.7528005804338,0.0,0.0,1.0,0,0,8,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,591,14,14,66.79094300426468,0.37727394854800295,432.10213388865037,868.2822590554408,0.1568980707601273,111.32224416032332,78793.92857142857,22724.946148584026,0.0,0.0,1.0,0,0,14,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,593,34,34,0.2826948869880839,0.29045869986656947,0.5088858771831628,9.32893127060677,0.2326863233683504,0.30692884408564564,89451.0,1398.1078338781724,0.0,0.0,1.0,0,0,34,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,594,12,12,0.36851237707219314,0.3836197119069288,0.6012995418987215,4.0536361477941245,1.2533437660623616,0.5142710417927011,90075.66666666667,3444.007267792282,0.0,0.0,1.0,0,0,12,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,595,40,40,0.3077172771718115,0.3036729634101844,0.5732661020914998,12.00097380970065,0.4482618063256358,0.3838101534646154,87421.025,1408.3369258791988,0.0,0.0,1.0,0,0,40,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,596,14,14,199.7646070234438,0.944662357032509,432.49765634017353,2596.9398913047694,0.404507601201317,177.4103761830419,66769.21428571429,36244.19818436424,0.0,0.0,1.0,0,0,14,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,597,21,21,43.71080409460307,0.5879252394840188,432.08683820560276,874.2160818920614,0.7984150041746148,92.05372822416541,80507.0,18482.306127753647,0.0,0.0,1.0,0,0,21,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,2,598,16,16,0.25168381781011023,0.2539841449842566,0.430174110224736,3.775257267151653,0.885464978849159,0.3625795904452438,89305.75,1351.2240130094392,0.0,0.0,1.0,0,0,16,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,3,3,35,35,0.386793900221938,0.3671442719352296,0.7225415696771091,13.150992607545891,1.5986358753976684,0.6576190930417699,95149.6,1759.7150538050855,0.0,0.0,1.0,0,0,35,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,3,5,10,10,0.5839973041574207,0.5137204032859273,1.0894524224945514,5.255975737416787,0.3825364435167631,0.3696375001568945,92324.9,2102.5468392193097,0.0,0.0,1.0,0,0,10,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,3,10,40,40,10.35260124859985,0.4636882487083438,20.331679130966865,403.7514486953941,0.579110618857969,30.101885357688715,83006.75,13496.281230920707,0.0,0.0,1.0,0,0,40,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,3,12,15,15,0.35233939212385007,0.2921937550144337,0.6846919712570217,4.932751489733901,0.6760812732820695,0.3327230611699715,91765.0,4176.083623273297,0.0,0.0,1.0,0,0,15,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,3,22,39,39,0.32976183971897116,0.28351128173484025,0.6043497109405975,12.530949909320904,1.244613674525076,0.5622187863038677,91036.89743589744,1287.4989176259485,0.0,0.0,1.0,0,0,39,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,3,34,68,68,0.2961691218142706,0.2749843424187277,0.5472577672187974,19.84333116155613,0.5890884185603544,0.40276914369713906,93716.51470588235,1978.9891848644247,0.0,0.0,1.0,0,0,68,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,3,37,55,55,8.344669616429233,0.2283680245933024,0.5112034738105232,450.61215928717854,0.11866133200440342,29.3228647769676,89714.96363636364,12501.351866103709,0.0,0.0,1.0,0,0,55,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,3,40,9,9,0.5982046282503031,0.6328877455417266,0.9355661191143236,4.785637026002425,0.7658853487557229,0.45763910389817447,84604.77777777778,562.522839042509,0.0,0.0,1.0,0,0,9,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,3,63,15,15,0.4533258959995531,0.4242705167030381,0.8733298128554572,6.346562543993743,0.9377445541911122,0.4609718537007,84546.4,567.8150855943961,0.0,0.0,1.0,0,0,15,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,3,67,23,23,0.449640957035019,0.39250251228423727,0.9199523252843513,9.892101054770418,0.37332037131833473,0.5121774846081687,89108.26086956522,1669.4095912624946,0.0,0.0,1.0,0,0,23,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,3,68,8,8,0.6125028240338141,0.6110536336937439,1.034235669325743,4.287519768236699,0.4145955686160304,0.3655122475254571,90801.625,845.884142269411,0.0,0.0,1.0,0,0,8,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,3,73,36,36,0.3488126545180869,0.3103884825383455,0.6034306214057419,12.208442908133042,0.22326201889638256,0.3806551161641917,90955.16666666667,1641.139473484375,0.0,0.0,1.0,0,0,36,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,3,80,95,95,0.39095041893737104,0.37551827489183687,0.7359756023498693,36.74933938011288,1.796853637126375,0.8186320121177759,90451.6,1591.7734081767803,0.0,0.0,1.0,0,0,95,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,3,81,55,55,0.28185914036739734,0.24423494674129526,0.5523614261174041,15.220393579839456,1.9231281492066492,0.8146565177179443,93326.0,1978.0544500613241,0.0,0.0,1.0,0,0,55,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,1,3,83,56,56,0.2947504537617844,0.28576563662521387,0.5405038513090995,16.21127495689814,0.7260003820296105,0.32927442236566906,95141.98214285714,2114.884467001976,0.0,0.0,1.0,0,0,56,0
