protein,dataset_name,genotype,date_or_experiment_id,treatment,replicate,bound_control_class,source_file,source_folder,video_id,cell_id,track_id,n_frames,track_length,step_size_mean,step_size_median,step_size_p95,path_length,net_displacement,Rg,intensity_mean,intensity_std,frac_diffusive,frac_constrained,frac_bound,max_consecutive_diffusive,max_consecutive_constrained,max_consecutive_bound,n_state_switches
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,354,62,62,0.30390076112867737,0.285592411203981,0.5249531357036524,18.53794642884932,0.469792950725417,0.36547277025952135,96749.45161290323,2244.5367748570925,0.0,0.0,1.0,0,0,62,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,356,104,104,0.316129456654364,0.2871452384681779,0.6367802239100678,32.56133403539949,1.4177223575114317,0.5895446417930666,93752.125,1941.0411413410693,0.0,0.0,1.0,0,0,104,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,365,70,70,0.3067524745139068,0.2897407396997761,0.5829204428389797,21.16592074145957,0.5683724850395699,0.49072830281465407,93098.54285714286,1806.8021288783268,0.0,0.0,1.0,0,0,70,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,369,38,38,0.19049741168196233,0.16641101304053488,0.36737678817379493,7.048404232232606,0.47628940150490995,0.23027086478837072,95279.23684210527,2038.9379778514337,0.0,0.0,1.0,0,0,38,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,371,121,121,0.2349919350639086,0.21730524572774473,0.49060117298415923,28.199032207669035,0.4906297745343549,0.4698073318539764,94217.46280991736,1768.491527834397,0.0,0.0,1.0,0,0,121,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,372,12,12,0.2673846524928159,0.24432013882589623,0.535400894408937,2.941231177420975,0.21381767355620793,0.27005656538140893,95260.25,1701.7500684455827,0.0,0.0,1.0,0,0,12,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,376,32,32,0.3445962172397494,0.3149023518240095,0.6330551019407884,10.682482734432233,0.5397460620930918,0.4093182728233556,93267.53125,1340.630544578353,0.0,0.0,1.0,0,0,32,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,377,60,60,0.3025285064849879,0.2783872242396967,0.5411868890100193,17.849181882614285,0.6205447829898433,0.4044931903326683,92750.6,1849.5382676197405,0.0,0.0,1.0,0,0,60,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,383,95,95,7.135723979078895,0.3025089485354522,0.7251180424223951,670.7580540334161,1.233048715372542,32.768540491784655,90796.18947368421,10210.270287641584,0.0,0.0,1.0,0,0,95,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,386,27,27,0.39400336101984795,0.31031624420066906,0.9652429900167228,10.244087386516046,0.7790611595580766,0.3914981863694756,88862.5925925926,1805.9268078545254,0.0,0.0,1.0,0,0,27,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,387,89,89,7.720856276350568,0.3839085643874784,0.7770261565685704,679.4353523188499,1.327340816144962,34.10429435888136,88026.62921348315,9561.480150466936,0.0,0.0,1.0,0,0,89,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,388,85,85,0.27172225005030703,0.2835621316048495,0.5199876190356799,22.82466900422579,0.8018032998143564,0.33265800578636073,92818.28235294118,1486.3606369711406,0.0,0.0,1.0,0,0,85,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,396,25,25,0.23031271421810914,0.2011038979482203,0.4073240823405571,5.527505141234619,0.4221974010777295,0.2572094113532424,93501.48,3016.0336691312536,0.0,0.0,1.0,0,0,25,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,397,18,18,0.29130001739685624,0.263846297145755,0.5195460775775015,4.952100295746556,0.10602623689430264,0.314482715399109,93135.0,1166.6026593085935,0.0,0.0,1.0,0,0,18,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,402,11,11,0.6016677063152936,0.6117119169877849,0.9648857322516912,6.016677063152937,0.648639715028715,0.43760339784091906,83917.36363636363,602.245676236413,0.0,0.0,1.0,0,0,11,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,405,25,25,0.36687882824723766,0.347188918429182,0.6172167192364437,8.805091877933704,0.6315649740692072,0.36685394537090593,89776.04,1200.6607375385715,0.0,0.0,1.0,0,0,25,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,408,58,58,0.297525239803169,0.284017317669773,0.5150634354106968,16.958938668780632,0.7874536441556333,0.2954821585371862,89715.06896551725,1203.5794110357183,0.0,0.0,1.0,0,0,58,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,417,21,21,0.4194976478013138,0.3491797930711697,0.9596909628861584,8.389952956026276,0.5166087692153329,0.43007622745188345,94396.04761904762,2711.477705536051,0.0,0.0,1.0,0,0,21,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,419,20,20,0.3109897096686129,0.28440687005954307,0.5226436523362978,5.908804483703645,0.47801068332461777,0.3667310092196714,92940.6,1504.2757445991988,0.0,0.0,1.0,0,0,20,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,420,64,64,0.31277407539782814,0.26787278309241985,0.618497436876906,19.704766750063172,1.0862992056073775,0.5101526506077777,92532.859375,1548.2020280290471,0.0,0.0,1.0,0,0,64,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,426,7,7,89.43528967590589,0.590357817871926,267.5767968663016,536.6117380554354,0.13077503307961985,93.62403387188866,72502.14285714286,31974.859944590695,0.0,0.0,1.0,0,0,7,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,430,107,107,0.39454827781260293,0.3749990298895952,0.7395923400387097,41.82211744813591,0.6817105726687791,0.4019370563838255,88112.21495327103,1545.0034989765434,0.0,0.0,1.0,0,0,107,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,438,24,24,0.43531629780047215,0.4467540163401262,0.7004300882037403,10.01227484941086,0.843649674713025,0.3729539116564691,91915.29166666667,2408.99530707155,0.0,0.0,1.0,0,0,24,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,449,37,37,0.2506568825451947,0.22887297850017513,0.496100538958048,9.02364777162701,0.16446938641530337,0.21126836789698192,91624.2972972973,1284.7126108560203,0.0,0.0,1.0,0,0,37,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,450,22,22,0.5127548874559975,0.5035402668804823,1.0561062816554334,10.767852636575947,0.23098683882527257,0.4552388973522044,88650.81818181818,1362.1256020808637,0.0,0.0,1.0,0,0,22,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,451,13,13,0.18846171123041466,0.19009795560965095,0.31348896210343935,2.261540534764976,0.22636122803128872,0.23101907291806045,92563.76923076923,3179.499859879594,0.0,0.0,1.0,0,0,13,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,455,22,22,0.32005143950203374,0.33385870591525074,0.5592983141504193,6.721080229542708,0.31522075404275307,0.25610058946040415,88209.5,1780.9412639709053,0.0,0.0,1.0,0,0,22,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,462,33,33,0.44055637365117667,0.4171634236366477,0.8538625703559389,14.097803956837653,0.32772673722915113,0.37938545707033494,87468.57575757576,940.6367534250081,0.0,0.0,1.0,0,0,33,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,465,42,42,0.37835105291974447,0.29051105693216345,0.9566330503418158,15.512393169709524,0.5013375613509277,0.4590272224998945,89119.85714285714,1105.9450780574243,0.0,0.0,1.0,0,0,42,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,468,94,94,0.2565238605949921,0.23846520784693964,0.5040156293498556,23.856719035334265,0.780601299849909,0.38170955572293963,92571.5744680851,1266.325787375121,0.0,0.0,1.0,0,0,94,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,469,33,33,0.2999111775557356,0.2624509245259764,0.5345660124368897,9.59715768178354,0.7491284526530665,0.488738285661647,92848.84848484848,2404.5774982469907,0.0,0.0,1.0,0,0,33,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,470,38,38,0.22794270562765198,0.20453977544942709,0.3874607180403915,8.433880108223123,0.9339777754101933,0.3903770656006264,93680.63157894737,2024.342234460137,0.0,0.0,1.0,0,0,38,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,471,230,230,0.34704259802743087,0.3261074356105028,0.6447362542424907,79.47275494828168,1.436466168356515,0.7419489929903176,91363.4695652174,2463.4534633961707,0.0,0.0,1.0,0,0,230,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,477,13,13,0.3836648958958219,0.3246411989688323,0.7275139346330711,4.603978750749863,0.4428725928446824,0.3364999958734187,89108.76923076923,1860.2217230680753,0.0,0.0,1.0,0,0,13,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,483,17,17,0.22519354804016783,0.22355550400957216,0.37744568868955136,3.6030967686426854,0.38815958764780184,0.21275033178888433,95907.23529411765,1746.407724781493,0.0,0.0,1.0,0,0,17,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,484,14,14,0.4847793841656491,0.41920441543275644,0.8569029407430626,6.302131994153438,0.9599318492687736,0.535005994561245,85686.5,1161.6910584938732,0.0,0.0,1.0,0,0,14,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,485,38,38,28.00229755250786,0.4725131127097788,254.65127520865107,1036.0850094427908,0.6510563892907659,56.84910898941986,80046.05263157895,19132.518983286118,0.0,0.0,1.0,0,0,38,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,490,10,10,0.4105917621607,0.4518787714357622,0.7110531363988742,3.6953258594463,0.3360637726073826,0.32540673601527353,84502.4,484.9447162077114,0.0,0.0,1.0,0,0,10,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,496,30,30,0.3074306167256514,0.27123452559528627,0.6496647795506308,8.915487885043891,0.7915850800131456,0.34769642412394564,92961.6,2042.591855867239,0.0,0.0,1.0,0,0,30,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,500,12,12,0.355065723600487,0.3305816288399426,0.5629283061752175,3.905722959605357,0.7597287215600297,0.28203502886640464,91906.25,3378.7831086730835,0.0,0.0,1.0,0,0,12,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,507,71,71,0.28926164528541576,0.275886524546414,0.5614645169042602,20.248315169979104,0.4707142869216774,0.3602630355012341,91881.56338028169,1727.6688317944863,0.0,0.0,1.0,0,0,71,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,510,12,12,45.18293943984649,0.6946774346038868,245.43332037961983,497.0123338383114,1.0063527234421221,67.83681234735549,77076.58333333333,24275.241440455833,0.0,0.0,1.0,0,0,12,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,512,46,46,0.45979351635718163,0.43740368336520463,0.8793196236977106,20.690708236073174,0.5243309352438512,0.4940427260666579,87917.65217391304,1297.9944567146024,0.0,0.0,1.0,0,0,46,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,518,58,58,0.35601875076534417,0.3225496953605258,0.6374085827531303,20.293068793624617,0.7802034099946303,0.3639174503057552,89829.77586206897,1723.041527873185,0.0,0.0,1.0,0,0,58,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,520,36,36,0.3387082317785241,0.32335826279272856,0.6038991208890465,11.854788112248343,0.6059336669594267,0.30952761155465996,93089.13888888889,1946.619034601536,0.0,0.0,1.0,0,0,36,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,521,102,102,0.3549278861549814,0.32887600226042607,0.7063725628137846,35.84771650165312,0.6555527279159569,0.44270971949759824,91337.8137254902,1654.7914632183836,0.0,0.0,1.0,0,0,102,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,524,18,18,0.4159841973551035,0.40806977047706455,0.8123510357460776,7.07173135503676,0.5193189037414891,0.30372636953470417,89093.72222222222,2101.752092773342,0.0,0.0,1.0,0,0,18,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,531,10,10,0.3765368250241471,0.4025712434186653,0.5419857650767052,3.3888314252173237,0.13791716614740118,0.3250845610860907,89314.5,1706.464717869471,0.0,0.0,1.0,0,0,10,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,534,21,21,0.2675906026462999,0.2653320000370367,0.4152980247268122,5.3518120529259985,0.4274729668798369,0.24586201097955268,91015.71428571429,1144.2161571511365,0.0,0.0,1.0,0,0,21,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,537,30,30,0.27409847268575516,0.264328623532955,0.46822034993657435,7.948855707886899,0.6022116754530947,0.33887667769440155,91102.3,2047.975621992572,0.0,0.0,1.0,0,0,30,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,538,63,63,0.2599180999643591,0.2526351127705283,0.45201882038220403,16.114922197790264,0.712962744830724,0.430283135980998,93430.8253968254,1808.2315325957652,0.0,0.0,1.0,0,0,63,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,539,89,89,0.3080111398090446,0.2712178586774271,0.5785901014756016,27.104980303195923,0.7174164102058469,0.4458018438338846,93754.55056179775,2871.418274885474,0.0,0.0,1.0,0,0,89,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,540,23,23,0.45759502237625066,0.413721246301198,0.937508452312074,10.067090492277515,0.6310449852537812,0.40335556358182145,84706.34782608696,739.8059087414048,0.0,0.0,1.0,0,0,23,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,544,11,11,0.3843821691314953,0.34174431327779065,0.7366483682467402,3.843821691314953,0.37050433694751944,0.29620442279668996,84658.45454545454,925.0293361441423,0.0,0.0,1.0,0,0,11,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,548,14,14,0.2829853336592851,0.3243113023786624,0.40328952105773874,3.6788093375707063,0.43978822956008784,0.21248672040027908,88349.5,4911.2636122723825,0.0,0.0,1.0,0,0,14,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,550,26,26,0.3119676789742575,0.2824738768296311,0.592104559075443,7.799191974356437,1.386216614152509,0.4238529082423352,92613.5,2500.131296552243,0.0,0.0,1.0,0,0,26,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,554,10,10,0.3715781949749186,0.322342877776659,0.6181018328524281,3.344203754774268,0.38806259502889373,0.2973380635879457,89890.3,1082.9513223901927,0.0,0.0,1.0,0,0,10,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,555,21,21,0.45555454342300183,0.41896861259851126,0.7332954337078642,9.111090868460037,0.4155030766455455,0.4478417811709667,88659.28571428571,1246.0692654446277,0.0,0.0,1.0,0,0,21,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,556,69,69,0.38522143743864157,0.37505501816738607,0.7255191720294701,26.195057745827626,0.3497623110290995,0.43030814417890667,92370.8115942029,1530.715031643347,0.0,0.0,1.0,0,0,69,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,559,124,124,0.25372225413894345,0.24442257545977866,0.4574056722962277,31.207837259090045,0.6540773767976857,0.29422793145492376,95549.6129032258,3194.747278602972,0.0,0.0,1.0,0,0,124,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,561,41,41,0.31579554201365106,0.26577912037327556,0.6672569174769606,12.631821680546043,1.024850490637837,0.4915801609137729,94481.31707317074,2199.1282640972127,0.0,0.0,1.0,0,0,41,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,567,106,106,0.2784145260832607,0.2707733953274929,0.5636510515244412,29.233525238742377,1.6976182502341923,0.551787941671224,91746.08490566038,1794.5463314106757,0.0,0.0,1.0,0,0,106,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,571,93,93,0.2851245705080712,0.28865669584117715,0.5135787281901356,26.231460486742552,1.1317036305887107,0.4874698575361231,92222.48387096774,1521.8874695080851,0.0,0.0,1.0,0,0,93,0
H2B,HAP1-0117-CT,HAP1,0117,CT,HAP1-0117-CT,H2B_Bound,single-behaviour-track-H2b-bound.csv,D:\Tianzi\condensate_classification_pj\H2b\HAP1-0117-CT\CSV\SF_10ms_condensate_pj_,3,1,575,21,21,0.3293235670322791,0.3427150746955412,0.48245474613657574,6.586471340645582,0.7404320254950111,0.24321878444766967,89834.95238095238,1317.7330714598645,0.0,0.0,1.0,0,0,21,0
