genotype,treatment,n_tracks,mean_P_H2B_Bound,mean_P_MCM2_Bound,mean_distance_to_H2B_Bound,mean_distance_to_MCM2_Bound
WT,CT,2965,0.4952476210348821,0.5047523789651179,1.469948544729455,1.4310899227365415
