protein,dataset_name,genotype,date_or_experiment_id,treatment,replicate,video_id,cell_id,track_id,old_classification,final_control_guided_class
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,2,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,5,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,7,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,8,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,10,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,20,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,24,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,26,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,45,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,47,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,48,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,51,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,53,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,54,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,55,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,56,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,61,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,63,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,64,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,70,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,71,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,72,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,79,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,81,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,86,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,87,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,89,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,101,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,110,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,111,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,121,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,124,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,125,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,128,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,132,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,3,5,136,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,7,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,10,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,13,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,14,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,20,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,26,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,28,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,30,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,31,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,41,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,42,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,50,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,51,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,52,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,53,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,55,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,56,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,59,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,61,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,68,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,71,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,75,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,86,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,88,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,92,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,93,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,98,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,106,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,107,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,110,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,114,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,121,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,124,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,126,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,128,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,133,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,142,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,144,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,148,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,1,150,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,2,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,4,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,8,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,12,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,13,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,14,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,22,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,24,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,27,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,28,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,31,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,34,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,35,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,36,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,40,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,46,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,51,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,52,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,55,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,59,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,60,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,66,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,78,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,84,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,88,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,91,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,93,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,101,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,107,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,109,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,110,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,111,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,112,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,114,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,116,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,118,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,123,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,129,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,133,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,137,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,145,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,146,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,150,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,152,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,158,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,159,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,166,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,173,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,182,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,185,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,186,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,192,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,194,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,196,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,2,208,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,8,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,15,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,20,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,24,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,32,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,45,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,50,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,56,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,57,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,58,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,61,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,63,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,64,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,75,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,82,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,86,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,88,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,92,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,93,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,94,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,95,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,98,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,100,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,101,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,107,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,108,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,110,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,111,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,114,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,115,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,117,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,121,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,123,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,124,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,126,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,127,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,134,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,136,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,137,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,139,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,149,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,154,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,157,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,3,169,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,4,8,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,4,13,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,4,16,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,4,17,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,4,21,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,4,31,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,4,32,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,4,36,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,4,37,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,4,39,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,4,43,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,4,48,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,4,54,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,4,55,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,4,62,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,4,66,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,4,70,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,4,72,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,4,75,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,4,78,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,4,90,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,4,93,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,4,98,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,4,101,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,4,104,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,4,109,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,4,110,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,4,116,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,4,118,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,4,121,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,4,122,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,2,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,3,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,4,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,6,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,11,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,14,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,15,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,24,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,27,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,36,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,38,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,42,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,43,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,44,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,45,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,47,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,49,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,51,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,52,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,55,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,60,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,65,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,70,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,81,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,83,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,85,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,88,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,90,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,97,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,105,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,106,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,108,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,109,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,113,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,5,114,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,6,1,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,6,3,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,6,19,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,6,22,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,6,26,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,6,29,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,6,38,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,6,39,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,6,52,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,6,58,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,6,59,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,6,60,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,6,63,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,6,64,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,6,65,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,6,70,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,6,72,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,6,76,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,6,80,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,6,81,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,6,82,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,6,84,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,6,94,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,6,95,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,6,96,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,6,97,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,6,103,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,6,113,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,6,118,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,6,122,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,4,6,126,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,5,1,18,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,5,1,21,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,5,1,25,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,5,1,27,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,5,1,29,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,5,1,33,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,5,1,53,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,5,1,57,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,5,1,67,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,5,1,73,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,5,1,76,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,5,1,79,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,5,1,84,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,5,1,86,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,5,1,91,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,5,1,102,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,5,1,104,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,5,1,110,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,5,1,111,trapping_like,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,5,1,117,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,5,1,122,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,5,1,126,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,5,1,128,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,5,1,137,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,5,2,2,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,5,2,3,mixed,
TDP43,WT-0416-ARS,WT,0416,ARS,WT-0416-ARS,5,2,6,mixed,
