protein,dataset_name,genotype,date_or_experiment_id,treatment,replicate,video_id,cell_id,track_id,old_classification,final_control_guided_class
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,57,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,58,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,60,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,61,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,62,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,73,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,75,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,80,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,81,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,82,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,86,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,87,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,88,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,89,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,90,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,93,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,94,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,95,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,98,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,99,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,100,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,103,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,108,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,111,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,116,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,118,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,121,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,122,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,126,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,128,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,138,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,140,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,145,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,148,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,150,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,1,153,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,2,5,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,2,6,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,2,10,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,2,11,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,2,12,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,2,15,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,2,17,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,2,24,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,2,29,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,2,32,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,2,34,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,2,41,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,2,42,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,2,47,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,2,50,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,2,53,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,2,56,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,2,57,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,2,61,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,2,62,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,2,63,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,2,67,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,2,68,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,2,70,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,2,74,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,2,76,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,2,81,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,2,85,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,2,88,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,2,93,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,2,95,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,2,96,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,5,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,8,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,12,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,15,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,19,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,23,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,25,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,26,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,35,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,38,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,40,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,41,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,42,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,46,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,51,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,55,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,57,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,60,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,68,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,75,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,78,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,82,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,94,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,97,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,98,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,102,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,104,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,108,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,109,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,111,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,114,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,120,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,130,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,138,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,141,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,142,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,145,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,146,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,152,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,154,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,159,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,162,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,166,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,169,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,3,174,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,2,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,4,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,13,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,17,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,24,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,29,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,40,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,43,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,44,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,45,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,46,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,49,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,56,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,59,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,60,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,63,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,69,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,74,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,75,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,80,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,83,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,84,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,87,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,89,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,93,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,112,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,113,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,115,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,116,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,117,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,124,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,125,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,127,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,139,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,141,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,142,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,148,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,152,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,156,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,160,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,166,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,8,4,168,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,1,2,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,1,7,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,1,17,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,1,18,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,1,22,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,1,24,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,1,27,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,1,28,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,1,30,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,1,33,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,1,34,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,1,40,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,1,41,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,1,46,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,1,49,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,1,52,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,1,54,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,2,14,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,2,16,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,2,21,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,2,24,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,2,27,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,2,32,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,2,34,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,2,37,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,2,41,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,2,42,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,2,43,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,2,46,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,2,49,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,2,52,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,2,54,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,2,55,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,2,56,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,2,62,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,2,64,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,2,68,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,2,72,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,2,76,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,2,77,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,1,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,3,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,4,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,10,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,11,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,15,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,18,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,19,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,23,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,25,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,29,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,35,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,38,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,40,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,46,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,47,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,48,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,52,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,55,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,56,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,57,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,60,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,64,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,68,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,69,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,75,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,76,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,79,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,80,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,81,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,82,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,83,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,85,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,86,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,87,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,90,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,95,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,97,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,104,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,109,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,112,mixed,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,114,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,118,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,119,trapping_like,
TDP43,12D-0416-ARS,12D,0416,ARS,12D-0416-ARS,9,3,129,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,1,1,1,trapping_like,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,1,1,3,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,1,2,3,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,1,2,6,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,1,2,10,trapping_like,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,1,2,14,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,1,2,15,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,1,2,24,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,1,2,27,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,1,3,1,trapping_like,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,1,3,5,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,1,3,14,trapping_like,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,1,3,17,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,1,3,20,trapping_like,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,1,3,23,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,1,4,8,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,1,4,9,trapping_like,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,1,4,11,trapping_like,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,1,4,12,trapping_like,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,1,4,13,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,1,4,17,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,1,4,18,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,1,5,1,trapping_like,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,1,5,2,trapping_like,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,1,5,3,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,1,5,5,trapping_like,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,1,5,8,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,2,1,3,trapping_like,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,2,1,4,trapping_like,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,2,1,5,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,2,1,6,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,2,1,7,trapping_like,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,2,1,11,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,2,1,12,trapping_like,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,2,1,13,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,2,1,22,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,2,1,23,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,2,1,48,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,2,1,53,trapping_like,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,2,1,54,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,2,2,4,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,2,2,15,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,2,2,16,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,2,2,25,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,2,2,29,trapping_like,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,2,2,32,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,2,2,39,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,2,3,3,trapping_like,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,2,3,25,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,2,3,41,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,2,3,44,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,2,3,45,trapping_like,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,3,1,2,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,3,1,12,trapping_like,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,3,1,20,trapping_like,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,3,1,21,trapping_like,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,3,1,22,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,3,1,25,trapping_like,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,3,1,31,mixed,
TDP43,12D-0423-ARS,12D,0423,ARS,12D-0423-ARS,3,1,32,mixed,
