dataset_name,protein,condition,replicate,source_file,source_folder,track_id,cell_id,video_id,n_frames,track_length,is_control,control_role,P_free_like,P_chromatin_bound_like,P_mcm_bound_like,supervised_control_prediction,distance_to_NLS_centroid,distance_to_H2B_centroid,distance_to_MCM2_Bound_centroid,nearest_control_class,nearest_control_distance,control_outlier_score,is_control_outlier,max_trap_dwell_frames,mean_trap_dwell_frames,trap_prob_mean,frac_supported_high_score_windows,max_consecutive_diffusive,frac_bound,frac_constrained,frac_diffusive,max_consecutive_constrained,max_consecutive_bound,n_state_switches,trapping_score,temporal_score,n_supported_high_score_windows,supported_temporal_trapping,diffusive_burst_flag,final_control_guided_class,classification_reason,distance_to_H2B_Bound,distance_to_MCM2_Bound,genotype,treatment,distance_to_NLS,distance_to_H2B,distance_to_MCM2_Bound_HighConfidence,passed_target_protein_gate,passed_not_free_gate,passed_not_h2b_gate,passed_not_mcm2_gate,passed_temporal_support_gate,passed_no_diffusive_burst_gate,passed_control_outlier_gate,usable_feature_count,passed_feature_completeness_gate,failed_gate_count,first_failed_gate,all_failed_gates,failed_only_one_gate,near_miss_target_specific,old_classification,manual_review_score,ambiguous_reason,suggested_manual_review_priority
WT-0416-CT,TDP43,CT,416,single-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,113,1.0,7,40,40,False,target,0.0,1.0,0.0,chromatin_bound_like,6.057046839380198,5.298240313243574,6.804434636115551,H2B,5.298240313243574,5.298240313243574,True,,,,,0.0,0.0,1.0,0.0,40.0,0.0,0.0,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,6.804434636115551,WT,CT,6.057046839380198,5.298240313243574,6.804434636115551,True,True,False,True,False,True,True,7,True,2,not_h2b_like,not_h2b_like;temporal_support,False,True,,2.8393739703459637,Failed gates: not_h2b_like;temporal_support,high
WT-0416-CT,TDP43,CT,416,single-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,113,1.0,7,40,40,False,target,0.0,1.0,0.0,chromatin_bound_like,6.057046839380198,5.298240313243574,6.804434636115551,H2B,5.298240313243574,5.298240313243574,True,,,,,0.0,0.0,1.0,0.0,40.0,0.0,0.0,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.1456726701524655,6.804434636115551,WT,CT,6.057046839380198,5.298240313243574,6.804434636115551,True,True,False,True,False,True,True,7,True,2,not_h2b_like,not_h2b_like;temporal_support,False,True,,2.8393739703459637,Failed gates: not_h2b_like;temporal_support,high
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,47,2.0,1,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,66.0,66.0,0.9999762742612844,0.75,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.2929324619666238,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True,,2.837968194752679,Failed gates: temporal_support;control_outlier,high
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,47,2.0,1,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,66.0,66.0,0.9999762742612844,0.75,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True,,2.837968194752679,Failed gates: temporal_support;control_outlier,high
HAP1-0426-CT,NONO,CT,426,multi-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\NONO\HAP1-0426-CT\CSV\SF_10ms_condensate_pj_,57,4.0,1,103,103,False,target,0.0,1.0,0.0,chromatin_bound_like,6.386399638796374,5.283654725030397,6.492949370280464,H2B,5.283654725030397,5.283654725030397,True,,,,,0.0,0.6019417475728155,0.3980582524271844,0.0,18.0,31.0,10.0,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,6.492949370280464,HAP1,CT,6.386399638796374,5.283654725030397,6.492949370280464,True,True,False,True,False,True,True,7,True,2,not_h2b_like,not_h2b_like;temporal_support,False,True,,2.837726523887974,Failed gates: not_h2b_like;temporal_support,high
HAP1-0426-CT,NONO,CT,426,multi-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\NONO\HAP1-0426-CT\CSV\SF_10ms_condensate_pj_,57,4.0,1,103,103,False,target,0.0,1.0,0.0,chromatin_bound_like,6.386399638796374,5.283654725030397,6.492949370280464,H2B,5.283654725030397,5.283654725030397,True,,,,,0.0,0.6019417475728155,0.3980582524271844,0.0,18.0,31.0,10.0,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,2.5686828123665038,6.492949370280464,HAP1,CT,6.386399638796374,5.283654725030397,6.492949370280464,True,True,False,True,False,True,True,7,True,2,not_h2b_like,not_h2b_like;temporal_support,False,True,,2.837726523887974,Failed gates: not_h2b_like;temporal_support,high
HAP1-0426-CT,NONO,CT,426,multi-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\NONO\HAP1-0426-CT\CSV\SF_10ms_condensate_pj_,68,5.0,3,196,196,False,target,0.0066666666666666,0.9933333333333332,0.0,chromatin_bound_like,9.490949417184336,8.698871993398559,9.724136516539854,H2B,8.698871993398559,8.698871993398559,True,,,,,0.0,0.6887755102040817,0.3112244897959184,0.0,19.0,38.0,16.0,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,9.724136516539854,HAP1,CT,9.490949417184336,8.698871993398559,9.724136516539854,True,True,False,True,False,True,True,7,True,2,not_h2b_like,not_h2b_like;temporal_support,False,True,,2.8344316309719932,Failed gates: not_h2b_like;temporal_support,high
HAP1-0426-CT,NONO,CT,426,multi-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\NONO\HAP1-0426-CT\CSV\SF_10ms_condensate_pj_,68,5.0,3,196,196,False,target,0.0066666666666666,0.9933333333333332,0.0,chromatin_bound_like,9.490949417184336,8.698871993398559,9.724136516539854,H2B,8.698871993398559,8.698871993398559,True,,,,,0.0,0.6887755102040817,0.3112244897959184,0.0,19.0,38.0,16.0,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,6.3266358007364625,9.724136516539854,HAP1,CT,9.490949417184336,8.698871993398559,9.724136516539854,True,True,False,True,False,True,True,7,True,2,not_h2b_like,not_h2b_like;temporal_support,False,True,,2.8344316309719932,Failed gates: not_h2b_like;temporal_support,high
HAP1-0426-CT,NONO,CT,426,single-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\NONO\HAP1-0426-CT\CSV\SF_10ms_condensate_pj_,15,1.0,1,39,39,False,target,0.0,1.0,0.0,chromatin_bound_like,5.947961606738877,5.176472363358321,6.694307409457105,H2B,5.176472363358321,5.176472363358321,True,,,,,0.0,0.0,1.0,0.0,39.0,0.0,0.0,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.146335634697098,6.694307409457105,HAP1,CT,5.947961606738877,5.176472363358321,6.694307409457105,True,True,False,True,False,True,True,7,True,2,not_h2b_like,not_h2b_like;temporal_support,False,True,,2.8336079077429983,Failed gates: not_h2b_like;temporal_support,high
HAP1-0426-CT,NONO,CT,426,single-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\NONO\HAP1-0426-CT\CSV\SF_10ms_condensate_pj_,15,1.0,1,39,39,False,target,0.0,1.0,0.0,chromatin_bound_like,5.947961606738877,5.176472363358321,6.694307409457105,H2B,5.176472363358321,5.176472363358321,True,,,,,0.0,0.0,1.0,0.0,39.0,0.0,0.0,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,6.694307409457105,HAP1,CT,5.947961606738877,5.176472363358321,6.694307409457105,True,True,False,True,False,True,True,7,True,2,not_h2b_like,not_h2b_like;temporal_support,False,True,,2.8336079077429983,Failed gates: not_h2b_like;temporal_support,high
WT-0416-CT,TDP43,CT,416,multi-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,5,6.0,1,175,175,False,target,0.0,1.0,0.0,chromatin_bound_like,7.448073247125809,6.067454512908089,5.133546647368917,MCM2_Bound,5.133546647368917,5.133546647368917,True,,,,,0.0,0.9828571428571428,0.0171428571428571,0.0,3.0,172.0,1.0,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,6.656147575177727,5.133546647368917,WT,CT,7.448073247125809,6.067454512908089,5.133546647368917,True,True,False,True,False,True,True,7,True,2,not_h2b_like,not_h2b_like;temporal_support,False,True,,2.8315485996705108,Failed gates: not_h2b_like;temporal_support,high
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,103,4.0,8,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,59.0,59.0,0.999974225442844,0.2040816326530612,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True,,2.821439269132844,Failed gates: temporal_support;control_outlier,high
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,155,1.0,2,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,59.0,59.0,0.999974225442844,0.8163265306122449,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,0.9453406783764394,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True,,2.821439269132844,Failed gates: temporal_support;control_outlier,high
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,46,4.0,8,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,59.0,59.0,0.999974225442844,0.7142857142857143,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True,,2.821439269132844,Failed gates: temporal_support;control_outlier,high
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,46,4.0,8,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,59.0,59.0,0.999974225442844,0.7142857142857143,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,0.9453406783764394,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True,,2.821439269132844,Failed gates: temporal_support;control_outlier,high
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,155,1.0,2,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,59.0,59.0,0.999974225442844,0.8163265306122449,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True,,2.821439269132844,Failed gates: temporal_support;control_outlier,high
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,103,4.0,8,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,59.0,59.0,0.999974225442844,0.2040816326530612,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,0.9453406783764394,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True,,2.821439269132844,Failed gates: temporal_support;control_outlier,high
HAP1-0426-CT,NONO,CT,426,multi-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\NONO\HAP1-0426-CT\CSV\SF_10ms_condensate_pj_,31,5.0,5,282,282,False,target,0.0133333333333333,0.9866666666666668,0.0,chromatin_bound_like,9.91365260048704,9.0406055019118,9.892323144204749,H2B,9.0406055019118,9.0406055019118,True,,,,,0.0,0.7588652482269503,0.2411347517730496,0.0,21.0,79.0,16.0,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,9.892323144204749,HAP1,CT,9.91365260048704,9.0406055019118,9.892323144204749,True,True,False,True,False,True,True,7,True,2,not_h2b_like,not_h2b_like;temporal_support,False,True,,2.8158978583196044,Failed gates: not_h2b_like;temporal_support,high
HAP1-0426-CT,NONO,CT,426,multi-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\NONO\HAP1-0426-CT\CSV\SF_10ms_condensate_pj_,31,5.0,5,282,282,False,target,0.0133333333333333,0.9866666666666668,0.0,chromatin_bound_like,9.91365260048704,9.0406055019118,9.892323144204749,H2B,9.0406055019118,9.0406055019118,True,,,,,0.0,0.7588652482269503,0.2411347517730496,0.0,21.0,79.0,16.0,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,9.876776913323756,9.892323144204749,HAP1,CT,9.91365260048704,9.0406055019118,9.892323144204749,True,True,False,True,False,True,True,7,True,2,not_h2b_like,not_h2b_like;temporal_support,False,True,,2.8158978583196044,Failed gates: not_h2b_like;temporal_support,high
HAP1-0426-CT,NONO,CT,426,multi-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\NONO\HAP1-0426-CT\CSV\SF_10ms_condensate_pj_,146,5.0,3,171,171,False,target,0.0033333333333333,0.9966666666666668,0.0,chromatin_bound_like,7.338140944343001,6.02922468022439,6.183770043846337,H2B,6.02922468022439,6.02922468022439,True,,,,,0.0,0.783625730994152,0.2163742690058479,0.0,35.0,134.0,2.0,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,6.183770043846337,HAP1,CT,7.338140944343001,6.02922468022439,6.183770043846337,True,True,False,True,False,True,True,7,True,2,not_h2b_like,not_h2b_like;temporal_support,False,True,,2.8039538714991763,Failed gates: not_h2b_like;temporal_support,high
HAP1-0426-CT,NONO,CT,426,multi-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\NONO\HAP1-0426-CT\CSV\SF_10ms_condensate_pj_,146,5.0,3,171,171,False,target,0.0033333333333333,0.9966666666666668,0.0,chromatin_bound_like,7.338140944343001,6.02922468022439,6.183770043846337,H2B,6.02922468022439,6.02922468022439,True,,,,,0.0,0.783625730994152,0.2163742690058479,0.0,35.0,134.0,2.0,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,5.957676304143324,6.183770043846337,HAP1,CT,7.338140944343001,6.02922468022439,6.183770043846337,True,True,False,True,False,True,True,7,True,2,not_h2b_like,not_h2b_like;temporal_support,False,True,,2.8039538714991763,Failed gates: not_h2b_like;temporal_support,high
HAP1-0426-CT,NONO,CT,426,multi-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\NONO\HAP1-0426-CT\CSV\SF_10ms_condensate_pj_,131,7.0,5,132,132,False,target,0.0066666666666666,0.9933333333333332,0.0,chromatin_bound_like,7.351839417274458,6.465246583945993,7.806810179592018,H2B,6.465246583945993,6.465246583945993,True,,,,,0.0,0.4393939393939394,0.5606060606060606,0.0,20.0,22.0,12.0,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,7.806810179592018,HAP1,CT,7.351839417274458,6.465246583945993,7.806810179592018,True,True,False,True,False,True,True,7,True,2,not_h2b_like,not_h2b_like;temporal_support,False,True,,2.798187808896211,Failed gates: not_h2b_like;temporal_support,high
HAP1-0426-CT,NONO,CT,426,multi-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\NONO\HAP1-0426-CT\CSV\SF_10ms_condensate_pj_,131,7.0,5,132,132,False,target,0.0066666666666666,0.9933333333333332,0.0,chromatin_bound_like,7.351839417274458,6.465246583945993,7.806810179592018,H2B,6.465246583945993,6.465246583945993,True,,,,,0.0,0.4393939393939394,0.5606060606060606,0.0,20.0,22.0,12.0,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,3.7669385682139347,7.806810179592018,HAP1,CT,7.351839417274458,6.465246583945993,7.806810179592018,True,True,False,True,False,True,True,7,True,2,not_h2b_like,not_h2b_like;temporal_support,False,True,,2.798187808896211,Failed gates: not_h2b_like;temporal_support,high
HAP1-0426-CT,NONO,CT,426,multi-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\NONO\HAP1-0426-CT\CSV\SF_10ms_condensate_pj_,89,5.0,3,126,126,False,target,0.0133333333333333,0.9866666666666668,0.0,chromatin_bound_like,8.12652847422753,7.318674633315003,8.738636610636778,H2B,7.318674633315003,7.318674633315003,True,,,,,0.0,0.3968253968253968,0.6031746031746031,0.0,48.0,19.0,9.0,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,3.5396988047526694,8.738636610636778,HAP1,CT,8.12652847422753,7.318674633315003,8.738636610636778,True,True,False,True,False,True,True,7,True,2,not_h2b_like,not_h2b_like;temporal_support,False,True,,2.797775947281713,Failed gates: not_h2b_like;temporal_support,high
HAP1-0426-CT,NONO,CT,426,multi-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\NONO\HAP1-0426-CT\CSV\SF_10ms_condensate_pj_,89,5.0,3,126,126,False,target,0.0133333333333333,0.9866666666666668,0.0,chromatin_bound_like,8.12652847422753,7.318674633315003,8.738636610636778,H2B,7.318674633315003,7.318674633315003,True,,,,,0.0,0.3968253968253968,0.6031746031746031,0.0,48.0,19.0,9.0,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,8.738636610636778,HAP1,CT,8.12652847422753,7.318674633315003,8.738636610636778,True,True,False,True,False,True,True,7,True,2,not_h2b_like,not_h2b_like;temporal_support,False,True,,2.797775947281713,Failed gates: not_h2b_like;temporal_support,high
WT-0416-CT,TDP43,CT,416,multi-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,84,2.0,8,95,95,False,target,0.0033333333333333,0.9966666666666668,0.0,chromatin_bound_like,6.745035475864099,5.742675411359073,6.9707452598055895,H2B,5.742675411359073,5.742675411359073,True,,,,,0.0,0.5684210526315789,0.431578947368421,0.0,16.0,24.0,11.0,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,2.2778890753455214,6.9707452598055895,WT,CT,6.745035475864099,5.742675411359073,6.9707452598055895,True,True,False,True,False,True,True,7,True,2,not_h2b_like,not_h2b_like;temporal_support,False,True,,2.7899505766062602,Failed gates: not_h2b_like;temporal_support,high
WT-0416-CT,TDP43,CT,416,multi-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,84,2.0,8,95,95,False,target,0.0033333333333333,0.9966666666666668,0.0,chromatin_bound_like,6.745035475864099,5.742675411359073,6.9707452598055895,H2B,5.742675411359073,5.742675411359073,True,,,,,0.0,0.5684210526315789,0.431578947368421,0.0,16.0,24.0,11.0,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,6.9707452598055895,WT,CT,6.745035475864099,5.742675411359073,6.9707452598055895,True,True,False,True,False,True,True,7,True,2,not_h2b_like,not_h2b_like;temporal_support,False,True,,2.7899505766062602,Failed gates: not_h2b_like;temporal_support,high
HAP1-0426-CT,NONO,CT,426,multi-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\NONO\HAP1-0426-CT\CSV\SF_10ms_condensate_pj_,18,6.0,4,155,155,False,target,0.02,0.98,0.0,chromatin_bound_like,9.282164818527711,8.514875302721613,9.492147614950968,H2B,8.514875302721613,8.514875302721613,True,,,,,0.0,0.7161290322580646,0.2838709677419355,0.0,11.0,25.0,16.0,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,9.492147614950968,HAP1,CT,9.282164818527711,8.514875302721613,9.492147614950968,True,True,False,True,False,True,True,7,True,2,not_h2b_like,not_h2b_like;temporal_support,False,True,,2.7845963756177925,Failed gates: not_h2b_like;temporal_support,high
HAP1-0426-CT,NONO,CT,426,multi-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\NONO\HAP1-0426-CT\CSV\SF_10ms_condensate_pj_,18,6.0,4,155,155,False,target,0.02,0.98,0.0,chromatin_bound_like,9.282164818527711,8.514875302721613,9.492147614950968,H2B,8.514875302721613,8.514875302721613,True,,,,,0.0,0.7161290322580646,0.2838709677419355,0.0,11.0,25.0,16.0,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,4.68376802688562,9.492147614950968,HAP1,CT,9.282164818527711,8.514875302721613,9.492147614950968,True,True,False,True,False,True,True,7,True,2,not_h2b_like,not_h2b_like;temporal_support,False,True,,2.7845963756177925,Failed gates: not_h2b_like;temporal_support,high
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,107,2.0,2,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,48.0,48.0,0.9999697985315704,0.2631578947368421,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,0.3991250184490069,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True,,2.784249186488216,Failed gates: temporal_support;control_outlier,high
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,107,2.0,2,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,48.0,48.0,0.9999697985315704,0.2631578947368421,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True,,2.784249186488216,Failed gates: temporal_support;control_outlier,high
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,93,1.0,3,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,48.0,48.0,0.9999697985315704,1.0,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,1.6106391331261034,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True,,2.784249186488216,Failed gates: temporal_support;control_outlier,high
WT-0416-CT,TDP43,CT,416,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\TDP43\WT-0416-CT\CSV\SF_10ms_condensate_pj_,93,1.0,3,1,1,False,target,0.0478783575052112,0.4668463509204003,0.4852752915743884,mcm_bound_like,3.845115694015103,1.7931743662286168,1.2860544369689475,MCM2_Bound,1.2860544369689475,1.2860544369689475,False,48.0,48.0,0.9999697985315704,1.0,0.0,1.0,0.0,0.0,,,,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,0.3991250184490069,1.2860544369689475,WT,CT,3.845115694015103,1.7931743662286168,1.2860544369689475,True,True,True,True,False,True,False,6,True,2,temporal_support,temporal_support;control_outlier,False,True,,2.784249186488216,Failed gates: temporal_support;control_outlier,high
HAP1-0426-CT,NONO,CT,426,single-behaviour-track.csv,D:\Tianzi\condensate_classification_pj\NONO\HAP1-0426-CT\CSV\SF_10ms_condensate_pj_,146,1.0,5,206,206,False,target,0.01,0.99,0.0,chromatin_bound_like,8.534512007455943,7.263892403736876,6.339539246228394,MCM2_Bound,6.339539246228394,6.339539246228394,True,,,,,0.0,0.9902912621359224,0.0097087378640776,0.0,2.0,204.0,1.0,,,,False,False,ambiguous,Insufficient or conflicting evidence for a specific control-guided class.,8.211797606568545,6.339539246228394,HAP1,CT,8.534512007455943,7.263892403736876,6.339539246228394,True,True,False,True,False,True,True,7,True,2,not_h2b_like,not_h2b_like;temporal_support,False,True,,2.784184514003295,Failed gates: not_h2b_like;temporal_support,high
