group,n_tracks,frac_failed_not_free,frac_failed_not_h2b_like,frac_failed_not_mcm2_like,frac_failed_temporal_support,frac_failed_no_diffusive_burst,frac_failed_control_outlier,frac_failed_feature_completeness,frac_failed_target_protein,mean_failed_gate_count
416,4299,0.1770179111421261,0.690393114677832,0.031170039544080017,1.0,0.2675040707141196,0.9506862060944405,0.00023261223540358222,0.0,3.117003954408002
426,5631,0.04457467590126088,0.8696501509500977,0.022198543775528327,1.0,0.09092523530456402,0.9438820813354644,0.0001775883502042266,0.0,2.9714082756171196
