replicate,n_tracks,mean_P_H2B_Bound,mean_P_MCM2_Bound,mean_distance_to_H2B_Bound,mean_distance_to_MCM2_Bound
416,2965,0.4952476210348821,0.5047523789651179,1.469948544729455,1.4310899227365415
426,3673,0.496313466494052,0.5036865335059479,1.465565368779141,1.4324687381856072
