condition,n_tracks,mean_P_H2B_Bound,mean_P_MCM2_Bound,mean_distance_to_H2B_Bound,mean_distance_to_MCM2_Bound
CT,6638,0.49583738457382925,0.5041626154261708,1.4675232049787013,1.4318528617459445
