dataset_name,protein,condition,replicate,source_file,source_folder,track_id,cell_id,video_id,n_frames,track_length,is_control,control_role,P_free_like,P_chromatin_bound_like,P_mcm_bound_like,supervised_control_prediction,distance_to_NLS_centroid,distance_to_H2B_centroid,distance_to_MCM2_Bound_centroid,nearest_control_class,nearest_control_distance,control_outlier_score,is_control_outlier,max_trap_dwell_frames,mean_trap_dwell_frames,trap_prob_mean,frac_supported_high_score_windows,max_consecutive_diffusive,frac_bound,frac_constrained,frac_diffusive,max_consecutive_constrained,max_consecutive_bound,n_state_switches,trapping_score,temporal_score,n_supported_high_score_windows,supported_temporal_trapping,diffusive_burst_flag,final_control_guided_class,classification_reason,distance_to_H2B_Bound,distance_to_MCM2_Bound,P_H2B_Bound,P_MCM2_Bound,closer_to_bound_control,bound_probability_margin
HAP1-0426-CT,NONO,CT,426,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\NONO\HAP1-0426-CT\CSV\SF_10ms_condensate_pj_,62,2.0,1,1,1,False,target,0.0,1.0,0.0,chromatin_bound_like,3.2637149760480715,0.7167497838030309,1.9720020351587373,H2B,0.7167497838030309,0.7167497838030309,False,15.0,15.0,0.996979465698546,0.0,0.0,0.6,0.4,0.0,,,,,,,False,False,chromatin_bound_like,Nearest/supervised behavior is H2B-like without target-specific outlier evidence.,1.6106391331261034,1.5678761769687628,0.49418266908676634,0.5058173309132337,neither_clear_margin,0.01163466182646733
HAP1-0426-CT,NONO,CT,426,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\NONO\HAP1-0426-CT\CSV\SF_10ms_condensate_pj_,65,2.0,1,1,1,False,target,0.3586551769343856,0.6413448230656151,0.0,chromatin_bound_like,3.5823074415792897,2.200414555087334,3.952440523112181,H2B,2.200414555087334,2.200414555087334,False,13.0,13.0,0.9963855763579076,0.0,0.0,0.0,1.0,0.0,,,,,,,False,False,chromatin_bound_like,Nearest/supervised behavior is H2B-like without target-specific outlier evidence.,1.6106391331261034,1.5678761769687628,0.49418266908676634,0.5058173309132337,neither_clear_margin,0.01163466182646733
HAP1-0426-CT,NONO,CT,426,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\NONO\HAP1-0426-CT\CSV\SF_10ms_condensate_pj_,67,2.0,1,1,1,False,target,0.0,1.0,0.0,chromatin_bound_like,3.555060048897269,1.2759807487754011,1.4124262740200426,H2B,1.2759807487754011,1.2759807487754011,False,32.0,32.0,0.9993463069642854,0.8181818181818182,0.0,0.84375,0.15625,0.0,,,,,,,False,False,chromatin_bound_like,Nearest/supervised behavior is H2B-like without target-specific outlier evidence.,1.6106391331261034,1.5678761769687628,0.49418266908676634,0.5058173309132337,neither_clear_margin,0.01163466182646733
HAP1-0426-CT,NONO,CT,426,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\NONO\HAP1-0426-CT\CSV\SF_10ms_condensate_pj_,75,2.0,1,1,1,False,target,0.3586551769343856,0.6413448230656151,0.0,chromatin_bound_like,3.5823074415792897,2.200414555087334,3.952440523112181,H2B,2.200414555087334,2.200414555087334,False,25.0,25.0,0.9974886789239532,0.0,0.0,0.0,1.0,0.0,,,,,,,False,False,chromatin_bound_like,Nearest/supervised behavior is H2B-like without target-specific outlier evidence.,1.6106391331261034,1.5678761769687628,0.49418266908676634,0.5058173309132337,neither_clear_margin,0.01163466182646733
HAP1-0426-CT,NONO,CT,426,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\NONO\HAP1-0426-CT\CSV\SF_10ms_condensate_pj_,78,2.0,1,1,1,False,target,0.0,1.0,0.0,chromatin_bound_like,3.2339044994553805,1.1687638096045017,2.889391986259929,H2B,1.1687638096045017,1.1687638096045017,False,26.0,26.0,0.9979116026913584,0.0,0.0,0.3076923076923077,0.6923076923076923,0.0,,,,,,,False,False,chromatin_bound_like,Nearest/supervised behavior is H2B-like without target-specific outlier evidence.,1.6106391331261034,1.5678761769687628,0.49418266908676634,0.5058173309132337,neither_clear_margin,0.01163466182646733
HAP1-0426-CT,NONO,CT,426,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\NONO\HAP1-0426-CT\CSV\SF_10ms_condensate_pj_,87,2.0,1,1,1,False,target,0.3586551769343856,0.6413448230656151,0.0,chromatin_bound_like,3.5823074415792897,2.200414555087334,3.952440523112181,H2B,2.200414555087334,2.200414555087334,False,25.0,25.0,0.9974886789239532,0.0,0.0,0.0,1.0,0.0,,,,,,,False,False,chromatin_bound_like,Nearest/supervised behavior is H2B-like without target-specific outlier evidence.,1.6106391331261034,1.5678761769687628,0.49418266908676634,0.5058173309132337,neither_clear_margin,0.01163466182646733
HAP1-0426-CT,NONO,CT,426,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\NONO\HAP1-0426-CT\CSV\SF_10ms_condensate_pj_,90,2.0,1,1,1,False,target,0.2567847869608885,0.7432152130391116,0.0,chromatin_bound_like,3.417300950737997,1.0015437561484224,1.589630977449091,H2B,1.0015437561484224,1.0015437561484224,False,40.0,40.0,0.9988183546117032,0.3,0.0,0.75,0.25,0.0,,,,,,,False,False,chromatin_bound_like,Nearest/supervised behavior is H2B-like without target-specific outlier evidence.,1.6106391331261034,1.5678761769687628,0.49418266908676634,0.5058173309132337,neither_clear_margin,0.01163466182646733
HAP1-0426-CT,NONO,CT,426,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\NONO\HAP1-0426-CT\CSV\SF_10ms_condensate_pj_,107,2.0,1,1,1,False,target,0.0,1.0,0.0,chromatin_bound_like,3.3024366897227133,0.7743323064515893,1.8422474905504889,H2B,0.7743323064515893,0.7743323064515893,False,17.0,17.0,0.9983542469838812,0.5714285714285714,0.0,0.6470588235294118,0.3529411764705882,0.0,,,,,,,False,False,chromatin_bound_like,Nearest/supervised behavior is H2B-like without target-specific outlier evidence.,1.6106391331261034,1.5678761769687628,0.49418266908676634,0.5058173309132337,neither_clear_margin,0.01163466182646733
HAP1-0426-CT,NONO,CT,426,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\NONO\HAP1-0426-CT\CSV\SF_10ms_condensate_pj_,108,2.0,1,1,1,False,target,0.0,1.0,0.0,chromatin_bound_like,3.5292110358572555,1.225905775619603,1.4384545645537232,H2B,1.225905775619603,1.225905775619603,False,29.0,29.0,0.9988352902730354,0.3684210526315789,0.0,0.8275862068965517,0.1724137931034483,0.0,,,,,,,False,False,chromatin_bound_like,Nearest/supervised behavior is H2B-like without target-specific outlier evidence.,1.6106391331261034,1.5678761769687628,0.49418266908676634,0.5058173309132337,neither_clear_margin,0.01163466182646733
HAP1-0426-CT,NONO,CT,426,condensate_evaluation_summary.csv,D:\Tianzi\condensate_classification_pj\NONO\HAP1-0426-CT\CSV\SF_10ms_condensate_pj_,109,2.0,1,1,1,False,target,0.0,1.0,0.0,chromatin_bound_like,3.397312506215023,0.9606185006100274,1.6246416813608406,H2B,0.9606185006100274,0.9606185006100274,False,64.0,64.0,0.9989027191051716,0.3518518518518518,0.0,0.734375,0.265625,0.0,,,,,,,False,False,chromatin_bound_like,Nearest/supervised behavior is H2B-like without target-specific outlier evidence.,1.6106391331261034,1.5678761769687628,0.49418266908676634,0.5058173309132337,neither_clear_margin,0.01163466182646733
